Location Number,Store Format,Region Number,District Number,Location City,Location State Code,Zip Code,Zip Plus Four,National Number,National Description,Location Name,Vice President Region Name,Region Manager Name,Close  Date,Planned Close Date,Open Date,District Manager Name,Format Type,Store Format Description,Dma Name,Latitude,Longitude,Original Facility Number,Location Status,Row Create Timestamp,Row Create User Identifier,Row Modify Timestamp,Row Modify User Identifier,,,
4634,CTS,74269,73269,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,IND TOOLS NON-DANAHER,IND TOOLS /DIVISION-,IND TOOLS REGION,1/1/1900,1/1/1900,10/1/1990,IND TOOLS DISTRICT,1,CONTRACT SALES STORES,Chicago, IL,0,0,4634,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
38393,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SEARS SPTGDS ONLINE MERCHANT,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,7/13/2015,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,38393,OPEN,7/18/2015 07:35:03,MOKSHA_PROD_BCH,?,?,,
2228,FLS,79297,78297,EL CENTRO,CA,92243,1740,70002,SEARS FORMAT,EL CENTRO - B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,2/27/2005,2/27/2005,3/6/1968,D297 CLOSED FLS D,1,FULL LINE STORES,Yuma-El Centro, AZ-CA,0,0,2228,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
36969,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,TOOLS FINANCE,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,11/16/2011,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8083,DLR,79288,78200,BAINBRIDGE,GA,39819,?,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CLOSED DEA/   DEALER,R9288 CLOSED REGION,5/18/2015,5/18/2015,7/28/1997,HOMETOWN STR ROLLUP,1,AUTH HOMETOWN STORES,Tallahassee et al, FL-GA,30.9035,-84.5503,3945,CLOSED,5/15/2014 08:56:37,PNADIGE,3/5/2016 15:58:23,MAPMPS_PROD_BCH,,
5311,SVC,79401,73212,COLLEGE PARK,GA,30337,?,70002,SEARS FORMAT,COLLEGE PARK-A&E SIGNATUR,SOUTH DIVI/PR REPAIR,T79401 ATL COAST TER,6/18/2015,6/18/2015,11/15/2004,D8035 ATLANTA,660,SERVICE CENTRALS,Atlanta, GA,0,0,5311,CLOSED,5/15/2014 08:56:37,PNADIGE,7/5/2015 07:58:58,MOKSHA_PROD_BCH,,
9095,SVC,79831,74131,COLUMBIA,SC,29223,4918,70002,SEARS FORMAT,COLUMBIA A&E BRANCH,CLOSED PRO/CLOSED PR,CLOSED PROD REPAIR,1/15/2007,1/15/2007,3/15/2002,CLOSED PROD REPAIR,660,SERVICE CENTRALS,Columbia, SC,0,0,9095,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8926,HDW,79334,78334,GRAFTON,WI,53024,2400,70002,SEARS FORMAT,GRAFTON - HDWR,CLOSED HAR/HARDWARE2,R9934 CLOSED HARD,11/13/2011,11/13/2011,11/20/1996,D334 CLOSED HARDW,1,HARDWARE STORES,Milwaukee, WI,43.3119,-87.958,5071,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
35314,MSC,74500,73303,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,SIMI AVAILABLE,BRANDS-SEA/SBMC(SIMI,SBMC(SIMI),1/1/1900,1/1/1900,12/20/2000,SBMC-MIDDLE EAST,999,MISCELLANOUS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4964,KMB,40523,40770,HILLSBORO,OH,45133,8274,70001,KMART FORMAT,HILLSBORO OH,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,1/1/1900,1/1/1900,2/6/1995,J  MILTENBERGER/E KY,2,KMART BIG K STORES,Cincinnati, OH,39.2196,-83.6117,?,OPEN,5/15/2014 08:56:37,PNADIGE,3/9/2016 09:04:33,MAPMPS_PROD_BCH,,
2160,FLS,79231,78191,CLARKSVILLE,IN,47129,2286,70002,SEARS FORMAT,CLARKSVILLE-B,NORTHEAST /FLS - REG,NORTHEAST,1/1/1900,1/1/1900,9/29/1966,CINCINNATI 191,1,FULL LINE STORES,Louisville, KY,38.3166,-85.7629,2160,OPEN,5/15/2014 08:56:37,PNADIGE,2/25/2015 07:19:11,MOKSHA_PROD_BCH,,
3923,KMB,40760,40748,NOGALES,AZ,85621,1043,70001,KMART FORMAT,NOGALES AZ,CLOSED STO/   -     ,2016 CLOSED RM,8/7/2016,8/7/2016,4/27/1992,2016 WAVE2 CLS DM,2,KMART BIG K STORES,Tucson(Sierra Vista), AZ,31.3685,-110.9365,?,CLOSED,5/15/2014 08:56:37,PNADIGE,8/28/2016 07:34:25,MAPMPS_PROD_BCH,,
8665,SVC,79406,73199,MCMURRAY,PA,15317,?,70002,SEARS FORMAT,MCMURRAY-A&E L&G,NORTH DIVI/PR REPAIR,T79406 NORTHEAST TER,9/18/2007,9/18/2007,3/1/2004,D6141 MIDDLEBURG HTS,660,SERVICE CENTRALS,Pittsburgh, PA,0,0,8665,CLOSED,5/15/2014 08:56:37,PNADIGE,3/12/2016 08:21:15,MAPMPS_PROD_BCH,,
4543,GRD,79297,78297,OSHKOSH,WI,54902,?,70002,SEARS FORMAT,OSHKOSH - B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,6/14/2009,6/14/2009,3/17/2006,D297 CLOSED FLS D,1,SEARS GRANDS,Green Bay-Appleton, WI,44.0285,-88.5817,9463,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5340,HDW,79041,78306,FISHERS,IN,46038,2791,70002,SEARS FORMAT,FISHERS - HDWR,HARDWARE  /FIELD,APPLIANCE & HARDWARE,1/1/1900,1/1/1900,5/8/1996,D306 S OHIO/W PA,1,HARDWARE STORES,Indianapolis, IN,39.9595,-86.0407,5340,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
3570,KMB,40511,40568,RICHMOND,MI,48062,1920,70001,KMART FORMAT,RICHMOND MI,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,11/19/1981,E  ZEHNER/CENTRAL MI,2,KMART BIG K STORES,Detroit, MI,42.7995,-82.7366,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
1483,DLR,79080,78260,MT KISCO,NY,10549,1143,70002,SEARS FORMAT,HOME APPLIANCE SHOWROOM,HOME APPL /SHOWROOMS,HA SHOWROOMS,3/20/2016,3/20/2016,10/19/2008,D260 NY/CT/MA,1,AUTH HOMETOWN STORES,New York, NY,41.2197,-73.7168,1483,CLOSED,5/15/2014 08:56:37,PNADIGE,4/23/2016 10:55:34,MAPMPS_PROD_BCH,,
34315,MSC,74403,73403,NORTH HOLLYWOOD,CA,91606,?,70002,SEARS FORMAT,115 SGP 01168 NORTH HOLLYWOOD,CA,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Los Angeles, CA,0,0,?,CLOSED,5/30/2015 07:35:18,MOKSHA_PROD_BCH,4/13/2016 10:38:45,MAPMPS_PROD_BCH,
4297,KMB,40511,40758,MOLINE,IL,61265,4599,70001,KMART FORMAT,MOLINE IL,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,5/1/1969,Northwest IA,2,KMART BIG K STORES,Davenport et al, IA-IL,41.4878,-90.467,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
32157,LES,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,LEBO CORP SALES GIFT CERT,Overhead  /OHD 6,OVERHEAD RGN,10/12/2011,10/12/2011,7/12/2004,OVERHEAD DIST,701,LANDS END STORES,Chicago, IL,0,0,65748,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5391,FLS,79055,78330,SIDNEY,NY,13838,1349,70002,SEARS FORMAT,SIDNEY - D,KSR REGION/   KSR RE,R9055 KSR REGION,12/13/2013,12/13/2013,5/18/2007,KSR DISTRICT D330,1,FULL LINE STORES,Binghamton, NY,0,0,5391,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
36521,HDQ,74403,73403,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,ROAD HAZARD - SNY,RSATO     /   SEGMEN,RSATO SEGMENTED A,1/1/1900,1/1/1900,9/20/2016,DSATO SEGMENTED A,700,HDQTRS DEPTS,Chicago, IL,0,0,36521,OPEN,5/15/2014 08:56:37,PNADIGE,9/24/2016 08:02:12,MAPMPS_PROD_BCH,,
28080,APO,79890,73618,CHATSWORTH,CA,91311,?,70002,SEARS FORMAT,HS-HE W CAL CAP AREA 115,WEST DIVIS/PR REPAIR,R890 WEST REGION,1/1/1900,1/1/1900,5/30/2006,,450,ACCOUNTING UNITS,Los Angeles, CA,0,0,28080,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
34420,MSC,74403,73403,WARRENTON,VA,20186,2107,70002,SEARS FORMAT,220 SGP 02514 WARRENTON,VA,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Washington et al, DC-MD,0,0,?,CLOSED,6/6/2015 07:34:53,MOKSHA_PROD_BCH,4/20/2016 12:40:53,MAPMPS_PROD_BCH,
7610,KMB,40731,40727,CANTON,GA,30114,3994,70001,KMART FORMAT,CANTON GA,CLOSED STO/   -     ,2014 CLOSED RM,4/27/2014,4/27/2014,11/12/1986,2014 - Wave 2 Closing Sto,2,KMART BIG K STORES,Atlanta, GA,34.2241,-84.5036,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
36795,HDQ,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,SRAC HISTORY OFFSET,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,6/15/2004,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,11/17/2016 15:43:02,MAPMPS_PROD_BCH,,
25943,APO,58998,58998,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,TENNESSEE - WORK FROM HOME,WORK FROM /   DEMPST,DEMPSTER CHRIS,1/1/1900,1/1/1900,9/15/2006,DEMPSTER CHRIS,450,ACCOUNTING UNITS,Chicago, IL,0,0,25943,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5174,HDW,79334,78334,S PLAINFIELD,NJ,7080,5130,70002,SEARS FORMAT,S PLAINFIELD - HDWR,CLOSED HAR/HARDWARE2,R9934 CLOSED HARD,3/31/2008,3/31/2008,2/19/1998,D334 CLOSED HARDW,1,HARDWARE STORES,New York, NY,40.5772,-74.3882,5174,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6262,DST,9033,8560,BEAVERTON,OR,97005,4100,70003,DISTR FORMAT,BEAVERTON/PORTLAND - WHSE,DC STORE ROLLUP-TOP LEVEL,,1/1/1900,1/1/1900,11/1/1994,,353,DISTRIBUTION CENTERS,Portland, OR,0,0,6262,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6173,SAC,79072,78540,FREEHOLD,NJ,7728,?,70002,SEARS FORMAT,FREEHOLD-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,8/1/1990,NEW JERSEY 540,1,SEARS AUTO CENTERS,New York, NY,40.2515,-74.3001,6173,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
54894,APO,79030,78309,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,HIGH LVL LEDGERS FOR HDRW,HDWR HIGH /HDWR HIGH,HDWR HIGH LEVEL REG,1/1/1900,1/1/1900,10/29/2010,HDWR HIGH LEVEL DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2695,FLS,79233,78193,NAPLES,FL,34102,4816,70002,SEARS FORMAT,NAPLES - B,SOUTHEAST /FLS - REG,SOUTHEAST,1/1/1900,1/1/1900,7/27/1977,MIAMI 193,1,FULL LINE STORES,Ft. Myers-Naples, FL,26.1708,-81.7978,2695,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
59706,CPD,73262,8551,TUSCALOOSA,AL,35405,4920,70002,SEARS FORMAT,TUSCALOOSA - CPDC,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,11/1/1991,ZISH TROCKI,316,COMMERCIAL PRD,Birmingham et al, AL,0,0,59706,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
2003,FLS,79297,78297,ROCHESTER,NY,14622,2470,70002,SEARS FORMAT,ROCHESTER/IRONDEQUOIT-B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,7/17/2016,7/17/2016,3/1/1990,D297 CLOSED FLS D,1,FULL LINE STORES,Rochester, NY,43.1996,-77.5691,2003,CLOSED,5/15/2014 08:56:37,PNADIGE,7/31/2016 11:14:48,MAPMPS_PROD_BCH,,
9216,KMA,40550,40676,CLAREMONT,NH,3103,?,70001,KMART FORMAT,CLAREMONT NH,CORP_STORE/   -     ,RM TEMP CORP,1/1/1900,1/1/1900,12/31/2049,DM TEMP CORP,2,KMART REGULAR STORES,Boston et al, MA-NH,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6064,SAC,79072,78572,BETHEL PARK,PA,15102,?,70002,SEARS FORMAT,BETHEL PARK-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,7/28/1965,WARWICK/COMBO 572,1,SEARS AUTO CENTERS,Pittsburgh, PA,40.3423,-80.0567,6064,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
6850,SAC,79073,78583,JEFFERSON CTY,MO,65109,?,70002,SEARS FORMAT,JEFFERSON CITY-SAC,SOUTHEAST /SAC - REG,SOUTHEAST 9073,1/1/1900,1/1/1900,2/16/1978,MEMPHIS 583,1,SEARS AUTO CENTERS,Columbia et al, MO,38.5854,-92.2545,6850,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
3082,KMB,40523,40628,DOTHAN,AL,36303,2349,70001,KMART FORMAT,DOTHAN AL,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,1/1/1900,1/1/1900,8/30/1973,A  DUELL/GULF COAST,2,KMART BIG K STORES,Dothan, AL,31.2546,-85.3908,?,OPEN,5/15/2014 08:56:37,PNADIGE,3/9/2016 09:04:33,MAPMPS_PROD_BCH,,
35110,APO,74414,73414,DURHAM,NC,27713,8722,70002,SEARS FORMAT,DURHAM - A,RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,11/15/2003,DSTNY SST NEW YOR,450,ACCOUNTING UNITS,Raleigh et al, NC,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6752,SAC,79073,78574,RALEIGH,NC,27612,?,70002,SEARS FORMAT,RALEIGH-SAC,SOUTHEAST /SAC - REG,SOUTHEAST 9073,1/1/1900,1/1/1900,8/3/1994,RICHMOND 574,1,SEARS AUTO CENTERS,Raleigh et al, NC,35.8418,-78.6802,6752,OPEN,5/15/2014 08:56:37,PNADIGE,2/21/2015 09:51:40,MOKSHA_PROD_BCH,,
1965,DLR,79080,78205,PASADENA,TX,77505,4020,70002,SEARS FORMAT,HOME APPLIANCE SHOWROOM,HOME APPL /SHOWROOMS,HA SHOWROOMS,1/1/1900,1/1/1900,7/13/2008,D205 HOUSTON,1,AUTH HOMETOWN STORES,Houston, TX,29.6527,-95.1583,1965,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
2139,FLS,79055,78330,WOODBRIDGE,VA,22193,1117,70002,SEARS FORMAT,PROJECT CANCELLED,KSR REGION/   KSR RE,R9055 KSR REGION,1/1/1900,1/1/1900,12/31/2049,KSR DISTRICT D330,1,FULL LINE STORES,Washington et al, DC-MD,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,12/6/2014 08:20:36,MOKSHA_PROD_BCH,,
25913,APO,58998,58998,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,IDAHO - WORK FROM HOME,WORK FROM /   DEMPST,DEMPSTER CHRIS,1/1/1900,1/1/1900,9/15/2006,DEMPSTER CHRIS,450,ACCOUNTING UNITS,Chicago, IL,0,0,25913,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
20003,APO,79831,74131,COLUMBIA,MO,65202,?,70002,SEARS FORMAT,COLUMBIA-BRANCH,CLOSED PRO/CLOSED PR,CLOSED PROD REPAIR,1/1/1900,1/1/1900,9/26/2011,CLOSED PROD REPAIR,450,ACCOUNTING UNITS,Columbia et al, MO,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6438,DST,9033,8560,TUCSON,AZ,85719,6691,70003,DISTR FORMAT,TUCSON,DC STORE ROLLUP-TOP LEVEL,,1/1/1900,1/1/1900,9/1/1965,,353,DISTRIBUTION CENTERS,Tucson(Sierra Vista), AZ,0,0,6438,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1773,FLS,79233,78133,SALISBURY,MD,21801,7380,70002,SEARS FORMAT,SALISBURY - A,SOUTHEAST /FLS - REG,SOUTHEAST,1/1/1900,1/1/1900,10/2/1991,BALTIMORE 133,1,FULL LINE STORES,Salisbury, MD,38.3989,-75.565,1773,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
1340,FLS,79055,78330,HERNDON,VA,20170,?,70002,SEARS FORMAT,HERNDON - D,KSR REGION/   KSR RE,R9055 KSR REGION,12/13/2013,12/13/2013,7/23/2006,KSR DISTRICT D330,1,FULL LINE STORES,Washington et al, DC-MD,0,0,1340,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2711,ACF,79057,78507,STERLING,VA,20164,1816,70002,SEARS FORMAT,STERLING - AUTHORIZED AUTO CTR,AUTO FRANC/EASTERN R,EASTERN-AUTO FRNCHSE,9/27/2012,9/27/2012,1/11/2011,NORTHEAST-AUTO FRNCH,1,SEARS AUTO CENTERS - FRANCHISE,Washington et al, DC-MD,39.016,-77.3747,2711,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1355,FLS,79233,78183,ALTAMONTE SPG,FL,32701,4613,70002,SEARS FORMAT,ALTAMONTE SPG - A,SOUTHEAST /FLS - REG,SOUTHEAST,1/1/1900,1/1/1900,5/9/1974,ORLANDO 183,1,FULL LINE STORES,Orlando et al, FL,28.6656,-81.3773,1355,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
9868,KMC,40550,40676,NE COLUMBIA,SC,29209,?,70001,KMART FORMAT,NE COLUMBIA SC,CORP_STORE/   -     ,RM TEMP CORP,1/1/1900,1/1/1900,12/1/2049,DM TEMP CORP,2,KMART SUPER K STORES,Columbia, SC,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7427,KMO,40510,40912,LONDONDERRY,NH,3053,3411,70001,KMART FORMAT,LONDONDERRY NH,SEARS ACCE/   -     ,RC WAVE 2 05 S. CONV,4/4/2010,4/4/2010,6/21/1993,DM WAVE2.1 05 S CON,2,KMART NON STANDARD STORES,Boston et al, MA-NH,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,7/18/2015 07:35:02,MOKSHA_PROD_BCH,,
9359,KMB,40759,40742,DAVENPORT,IA,52806,6008,70001,KMART FORMAT,DAVENPORT IA,CLOSED STO/   -     ,2015 CLOSED RM,1/10/2016,1/10/2016,10/29/1998,2015 WAVE1 CLS DM,2,KMART BIG K STORES,Davenport et al, IA-IL,41.5581,-90.5704,?,CLOSED,5/15/2014 08:56:37,PNADIGE,1/31/2016 12:54:37,MAPMPS_PROD_BCH,,
9265,SVC,79402,73225,BLOOMINGTON,IL,61701,?,70002,SEARS FORMAT,IN HOME FRANCHISEE UNIT 2,SOUTH DIVI/PR REPAIR,T79402 HEARTLAND TER,10/5/2013,10/5/2013,9/9/2011,D8409 INDIANAPOLIS,660,SERVICE CENTRALS,Peoria-Bloomington, IL,0,0,9265,CLOSED,5/15/2014 08:56:37,PNADIGE,11/29/2014 05:19:33,MOKSHA_PROD_BCH,,
7685,SVC,79894,73520,WINTER PARK,FL,32792,6810,70002,SEARS FORMAT,WINTER PARK - CE ASA,CONS ELEC /SRV CENTE,SRV CENTER CONS ELEC,1/1/1900,1/1/1900,10/1/2010,HI LEV CONSUMER ELEC,660,SERVICE CENTRALS,Orlando et al, FL,0,0,7685,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4222,KMB,40719,40711,MISSION,KS,66202,2817,70001,KMART FORMAT,MISSION KS,CLOSED STO/   -     ,2012 CLOSED RM,1/27/2013,1/27/2013,4/25/1968,2012 - Closed Stores,2,KMART BIG K STORES,Kansas City, MO-KS,39.0135,-94.688,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5685,HDW,74732,73104,CITRUS HTS,CA,95610,?,70002,SEARS FORMAT,CITRUS HGTS - OSH,RORCR     /   ORCHAR,RORCR ORCHARD - R,12/31/2011,12/31/2011,5/7/2005,D302 OSH DISTRICT,1,HARDWARE STORES,Sacramento et al, CA,38.6767,-121.2888,5685,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1734,FLS,79231,78171,LAWRENCEVILLE,NJ,8648,1902,70002,SEARS FORMAT,LAWRENCEVILLE - A,NORTHEAST /FLS - REG,NORTHEAST,1/1/1900,1/1/1900,7/18/1977,PHILADELPHIA 171,1,FULL LINE STORES,Philadelphia, PA,40.2897,-74.6831,1734,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
2078,FLS,79236,78166,YUMA,AZ,85364,8104,70002,SEARS FORMAT,YUMA - B,SOUTHWEST /FLS - REG,SOUTHWEST,1/1/1900,1/1/1900,4/3/1968,SAN DIEGO 166,1,FULL LINE STORES,Yuma-El Centro, AZ-CA,32.6708,-114.6269,2078,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
33447,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SHO RE TRANS WITH SEARS,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/11/2012,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,33447,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
39272,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,OFFSET-HARDWARE RETAIL,Overhead  /OHD 6,OVERHEAD RGN,5/4/2013,5/4/2013,7/30/2012,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,39272,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6123,SAC,79110,78597,PRESQUE ISLE,ME,4769,?,70002,SEARS FORMAT,PRESQUE ISLE-SAC,CLOSED SAC/SAC - REG,CLOSED UNITS-SAC,1/11/2015,1/11/2015,11/1/1993,D597 CLOSED UNITS,1,SEARS AUTO CENTERS,Presque Isle, ME,46.7009,-68.0077,6123,CLOSED,5/15/2014 08:56:37,PNADIGE,2/1/2015 20:45:33,MOKSHA_PROD_BCH,,
1149,FLS,79236,78156,WHITTIER,CA,90603,2300,70002,SEARS FORMAT,WHITTIER - A,SOUTHWEST /FLS - REG,SOUTHWEST,1/1/1900,1/1/1900,10/30/1996,LOS ANGELES 156,1,FULL LINE STORES,Los Angeles, CA,33.9445,-117.9977,1149,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
3527,KMB,40523,40689,PHILADELPHIA,PA,19149,1431,70001,KMART FORMAT,PHILADELPHIA PA,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,1/1/1900,1/1/1900,11/13/1980,D  SHAKESPEARE/PA/DE,2,KMART BIG K STORES,Philadelphia, PA,40.0415,-75.0559,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
7050,CPD,79820,78820,MIDDLETON,OH,45044,?,70002,SEARS FORMAT,MIDDLETON SLS,NORTH DIVI/PR REPAIR,R820 NORTH REGION,1/1/1900,1/1/1900,12/1/2003,D820 NORTH,316,COMMERCIAL PRD,Cincinnati, OH,0,0,4974,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9791,KMA,40550,40676,TUTU  ST THOMAS,VI,801,?,70001,KMART FORMAT,TUTU  ST THOMAS VI,CORP_STORE/   -     ,RM TEMP CORP,1/1/1900,1/1/1900,12/31/2049,DM TEMP CORP,2,KMART REGULAR STORES,NON-US,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,,
4463,DLR,79288,78200,OSAGE,IA,50461,1446,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CLOSED DEA/   DEALER,R9288 CLOSED REGION,10/5/2015,10/5/2015,12/18/2006,HOMETOWN STR ROLLUP,1,AUTH HOMETOWN STORES,Rochester et al, MN-IA,43.3244,-92.7893,4463,CLOSED,5/15/2014 08:56:37,PNADIGE,3/5/2016 15:58:23,MAPMPS_PROD_BCH,,
36728,HDQ,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,HOFFMAN ESTATES BLDG MGMT,Overhead  /OHD 6,OVERHEAD RGN,8/25/2010,8/25/2010,7/19/1996,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8274,DST,9033,8560,CANTON,MI,48187,2052,70003,DISTR FORMAT,CANTON DC,DC STORE ROLLUP-TOP LEVEL,,3/3/2005,3/3/2005,10/22/1973,,2,DISTRIBUTION CENTERS,Detroit, MI,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
