SHC_LOCN_NBR,NATL_NBR,SLL_FMT,VP_OVRHD_NBR,RGN_OVRHD_NBR,DM_OVRHD_NBR,LOCN_NBR,LOCN_LVL,FORMAT_TYPE,FORMAT_SUB_TYPE,STR_FMT,ORIG_FACILITY_NBR,ORIG_FACILITY_NBR_INT,AMMC_OVRHD_NBR,AMMC_MGR_NM,RPT_STR_NBR,LOCN_CTY,LOCN_ST_CD,ZIP_CD,ZIP_PLS_4,LOCN_OPN_DT,LOCN_CLS_DT,SHC_LOCN_DESC,NATL_DESC,SLL_FMT_DESC,VP_RGN_NM,RGN_MGR_NM,DM_MGR_NM,LOCN_NM,FMT_TYPE_MOD_CD,STR_TYPE_IND,CRM_FMT_SUB_TYPE,CLIM_ZN_NBR,MERCH_AREA_NBR,MERCH_AREA_NM,SRS_UNIT_LOCN_NBR,STR_OPER_CD,STR_OPER_DESC,LFSTY_CLS_CD,LOCN_CLS_CD
100000,70002,200,74262,73262,8551,8511,50,316,  ,CPD,0004749,4749,0,,8511,AUGUSTA,GA,30904,7011,1/1/2003,?,SHC NATIONAL LOCATION,SEARS FORMAT,INSTALLATION OFFICES,COMM SALES/CS NATL A,CS NATL ACCTS DIST,ZISH TROCKI,TOLLESON - CS MIXER,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,150,80594,79594,78382,5855,50,001,O ,DLR,0003428,3428,0,,5855,LIBERTY,NY,12754,?,11/14/2005,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,NORTHEAST /HOMETOWN,R9042 NORTH REG,D382 CONCORD, NH,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,2,NORTH EAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,120,80073,79073,78534,6696,50,001,N1,SAC,0006696,6696,0,,2565,BRADENTON,FL,34205,7991,8/26/1973,?,SHC NATIONAL LOCATION,SEARS FORMAT,SEARS AUTO CENTERS,SOUTHEAST /SAC - REG,SOUTHEAST 9073,NORTH FLORIDA 534,BRADENTON-SAC,  ,?,N1,?,6,FLORIDA,0,1,OPEN FOR PROFIT,0,0
100000,70002,210,80830,79830,73602,28226,50,450,J ,APO,0028226,28226,0,,28226,BATON ROUGE,LA,70809,5128,12/1/2006,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SOUTH DIVI/PR REPAIR,R830 SOUTH REGION,,HS - B ROUGE CAP AREA 105,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70001,230,38407,40525,40751,4875,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,4875,WOOSTER,OH,44691,1903,11/20/1992,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,E  AYALA/NE OH/NW PA,WOOSTER OH,  ,B,2B,1,7,NORTH CENTRAL,5716,1,OPEN FOR PROFIT,2,3
100000,70002,100,80236,79236,78186,2557,50,001,B ,FLS,0002557,2557,0,,2557,LONGVIEW,TX,75605,4420,4/26/1979,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,SOUTHWEST /FLS - REG,SOUTHWEST,DALLAS 186,LONGVIEW - B,  ,E,B ,3,12,SOUTHWEST,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80029,79029,78203,5449,50,001,O ,DLR,0003028,3028,0,,5449,GROVE,OK,74344,2824,6/3/1998,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,D203 TULSA,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,13,GREAT PLAINS,0,1,OPEN FOR PROFIT,0,0
100000,70002,100,80055,79055,78330,2816,50,001,D ,FLS,0002816,2816,0,,3517,BALTIMORE,MD,21236,3746,10/26/2007,12/13/2013,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,KSR REGION/   KSR RE,R9055 KSR REGION,KSR DISTRICT D330,BALTIMORE - D,  ,E,DK,?,3,CENTRAL EAST,0,6,CLOSED FOR PROFIT,0,0
100000,70002,150,80029,79029,78378,3186,50,001,O ,DLR,0003186,3186,0,,3186,PARIS,TN,38242,?,5/27/2004,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,D378 JACKSON,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,4,SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38353,40700,40709,4263,50,002,2B,KMB,       ,?,40716,   UNASSIGNED,4263,EASTLAKE,OH,44095,5100,11/14/1968,5/9/2010,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2010 CLOSED RM,2010 CLOSED DM,EASTLAKE OH,  ,?,2B,?,7,NORTH CENTRAL,5492,6,CLOSED FOR PROFIT,2,2
100000,70002,100,80232,79232,78152,1722,50,001,A ,FLS,0001722,1722,0,,1722,BLOOMINGTON,MN,55425,?,8/5/1992,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,NORTHWEST /FLS - REG,NORTHWEST,MINNEAPOLIS 152,BLOOMINGTON - A,  ,E,A ,1,9,ARCTIC,0,1,OPEN FOR PROFIT,0,0
100000,70002,210,80830,79402,73206,7241,50,660,T ,SVC,0007241,7241,0,,7241,BARTLETT,TN,38133,4048,2/1/2016,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SOUTH DIVI/PR REPAIR,T79402 HEARTLAND TER,D7241 MEMPHIS,IN HOME DISTRICT OFFICE-MEMPHIS,  ,?,T ,?,6,FLORIDA,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75403,74403,73403,34249,50,999,  ,MSC,       ,?,0,,34249,HARLINGEN,TX,78550,5196,5/26/2015,3/24/2016,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RSATO     /   SEGMEN,RSATO SEGMENTED A,DSATO SEGMENTED A,049 SGP 07077 HARLINGEN,TX,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,210,80830,79402,73225,28266,50,450,J ,APO,0028266,28266,0,,28266,DAVENPORT,IA,52806,?,4/14/2014,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SOUTH DIVI/PR REPAIR,T79402 HEARTLAND TER,D8409 INDIANAPOLIS,DAVENPORT,IA CAP AREA 100%,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,150,80594,79594,78123,4702,50,001,O ,DLR,0003232,3232,0,,4702,MANISTEE,MI,49660,2223,2/14/1996,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,NORTHEAST /HOMETOWN,R9042 NORTH REG,D123 G RAPIDS,MI,MANISTEE - HTS IN KMART,  ,?,O ,?,9,ARCTIC,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38407,40525,40744,9123,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,9123,ENOLA,PA,17025,2128,5/6/1976,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,S  FORD/HARRISBURG P,ENOLA PA,  ,B,2B,1,2,NORTH EAST,5825,1,OPEN FOR PROFIT,2,2
100000,70002,100,80236,79236,78186,6351,50,450,J ,APO,0006351,6351,0,,6351,TULSA,OK,74146,6502,1/1/1976,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,SOUTHWEST /FLS - REG,SOUTHWEST,DALLAS 186,TULSA-S/O,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,210,80830,79403,73219,7615,50,660,S ,SVC,0007615,7615,0,,7615,MAYAGUEZ,PR,00680,?,11/11/2009,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SOUTH DIVI/PR REPAIR,T79403 SOUTH TERR,D8935 SAN JUAN,CARRY IN REPAIR,  ,?,S ,?,0,,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75403,74403,73403,33214,50,700,  ,HDQ,0033214,33214,0,,33214,HOFFMAN ESTATES,IL,60179,3333,5/4/2014,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RSATO     /   SEGMEN,RSATO SEGMENTED A,DSATO SEGMENTED A,SDC-FLS 1179 CANOGA PK,CA,  ,?,  ,?,0,,0,4,UNDEFINED,0,0
100000,70002,210,80890,79408,73242,9836,50,660,F ,SVC,0009836,9836,0,,9836,CITRUS HTS,CA,95610,6901,3/15/2002,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,WEST DIVIS/PR REPAIR,T79408 PAC MTN WEST,D8368 NORTHERN CA,CITRUS HTS A&E BRANCH,  ,?,F ,?,18,CENTRAL WEST COAST,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38383,40512,40903,7331,50,002,2B,KMB,       ,?,40702,B  MORALES/SOUTH WES,7331,CHEHALIS,WA,98532,1816,11/15/1979,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,SOUTH WEST/D MARSELL,D MARSELLA/SO WEST,T  MAYFIELD/SALEM OR,CHEHALIS WA,  ,B,2B,2,16,PACIFIC NORTHWEST,9177,1,OPEN FOR PROFIT,2,3
100000,70002,200,74262,73262,8551,59653,50,316,  ,CPD,0059653,59653,0,,59653,LUFKIN,TX,75915,?,7/30/1991,?,SHC NATIONAL LOCATION,SEARS FORMAT,INSTALLATION OFFICES,COMM SALES/CS NATL A,CS NATL ACCTS DIST,ZISH TROCKI,LUFKIN - CPDC,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,260,75732,74732,73106,5630,50,001,K ,HDW,0005630,5630,0,,5630,FRESNO,CA,93727,4641,10/1/1997,12/31/2011,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RORCR     /   ORCHAR,RORCR ORCHARD - R,D304 OSH DISTRICT,KINGS CANYON - OSH,  ,?,K ,?,18,CENTRAL WEST COAST,0,6,CLOSED FOR PROFIT,0,0
100000,70002,260,75732,74732,73105,5680,50,001,K ,HDW,0005680,5680,0,,5680,TRACY,CA,95376,3727,1/31/2002,12/31/2011,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RORCR     /   ORCHAR,RORCR ORCHARD - R,D303 OSH DISTRICT,TRACY - OSH,  ,?,K ,?,18,CENTRAL WEST COAST,0,6,CLOSED FOR PROFIT,0,0
100000,70001,230,38353,40760,40745,4717,50,002,2B,KMB,       ,?,40705,J  SMITH/SOUTH EAST,4717,OAK RIDGE,TN,37830,6221,3/16/1992,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2016 CLOSED RM,2016 WAVE3 CLS DM,OAK RIDGE TN,  ,B,2B,3,4,SOUTH,2120,1,OPEN FOR PROFIT,2,2
100000,70002,260,75403,74403,73403,35589,50,999,  ,MSC,D702MER,?,0,,35589,HOFFMAN EST,IL,60179,?,3/30/2005,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RSATO     /   SEGMEN,RSATO SEGMENTED A,DSATO SEGMENTED A,LEGAL RELATED-SEARS,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,150,80603,79603,78376,3236,50,001,O ,DLR,0003236,3236,0,,3236,WASHINGTON,NC,27889,3538,10/4/1993,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTHEAST//HOMETOWN,R9040 EAST,D376 GREENVILLE NC,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,4,SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,80940,79034,78944,7533,50,001,L3,OUT,0007533,7533,0,,7533,GREENVILLE,SC,29607,4152,7/28/2008,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RETAIL OUT/FIELD ROL,EAST REGION-OUTLET,RICHMOND-OUTLET,GREENVILLE - OUTLET,SP,?,L3,?,4,SOUTH,0,1,OPEN FOR PROFIT,0,0
100000,70002,100,80233,79233,78183,2885,50,001,B ,FLS,0002885,2885,0,,2885,PORT RICHEY,FL,34668,4626,8/28/1982,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,SOUTHEAST /FLS - REG,SOUTHEAST,ORLANDO 183,PORT RICHEY - B,  ,E,B ,5,6,FLORIDA,0,1,OPEN FOR PROFIT,0,0
100000,70003,250,38830,9033,8560,8841,50,304,  ,DST,0008841,8841,0,,?,PORTLAND,OR,97230,?,11/13/2002,?,SHC NATIONAL LOCATION,DISTR FORMAT,DISTRIBUTION CENTERS,DC STORE ROLLUP-TOP LEVEL,,,PORTLAND - SLS,  ,?,  ,?,7,NORTH CENTRAL,0,3,UNDEFINED,0,0
100000,70002,100,80238,79238,78178,1905,50,001,A ,FLS,0001905,1905,0,,1905,SAN JUAN,PR,00918,8001,8/1/1957,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,PUERTO RIC/FLS - REG,PUERTO RICO 9238,PUERTO RICO 178,HATO REY - A,  ,E,A ,5,21,PUERTO RICO,0,1,OPEN FOR PROFIT,0,0
100000,70002,200,74262,73262,8551,59760,50,316,  ,CPD,0059760,59760,0,,59760,PENSACOLA,FL,32503,?,11/19/1992,?,SHC NATIONAL LOCATION,SEARS FORMAT,INSTALLATION OFFICES,COMM SALES/CS NATL A,CS NATL ACCTS DIST,ZISH TROCKI,PENSACOLA - CPDC,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70001,230,38353,40759,40742,9026,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,9026,STURGIS,MI,49091,9734,11/13/1975,11/15/2015,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2015 CLOSED RM,2015 WAVE1 CLS DM,STURGIS MI,  ,2,2B,1,7,NORTH CENTRAL,2987,6,CLOSED FOR PROFIT,2,3
100000,70001,230,38407,40525,40631,3415,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,3415,BUFFALO,NY,14216,2614,9/14/1978,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,T  MADIGAN/ROCHES NY,BUFFALO NY,  ,B,2B,1,1,ARCTIC EAST,5209,1,OPEN FOR PROFIT,2,1
100000,70002,150,80029,79029,78115,3827,50,001,O ,DLR,0003827,3827,0,,3827,ROCKPORT,TX,78382,7650,5/19/1998,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,D115 SAN ANTONIO,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,14,GULF COAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75323,74323,73323,54656,50,450,J ,APO,0903001,903001,0,,54656,HOFFMAN EST,IL,60179,?,1/20/1997,9/12/2016,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RFLLO     /   FULL-L,RFLLO FULL-LINE L,DFLDD FLS DDC UNI,HQ NATIONAL DDC UNIT  A/O,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,150,80603,79603,78380,3367,50,001,O ,DLR,0003367,3367,0,,3367,GRENADA,MS,38901,4025,6/1/1993,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTHEAST//HOMETOWN,R9040 EAST,D380 JACKSON,MS,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,13,GREAT PLAINS,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38352,40550,40676,9731,50,002,2A,KMA,       ,?,0,,9731,WETUMPKA,AL,35206,?,12/31/2049,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CORP_STORE/   -     ,RM TEMP CORP,DM TEMP CORP,WETUMPKA AL,  ,?,2A,?,0,,0,5,NEW STORE,0,0
100000,70002,210,80830,79402,73196,8641,50,660,F ,SVC,0008641,8641,0,,8641,LITTLE ROCK,AR,72209,2726,3/1/2004,6/18/2015,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,SOUTH DIVI/PR REPAIR,T79402 HEARTLAND TER,D8206 NASHVILLE,LITLE ROCK - A&E L&G,  ,?,F ,?,13,GREAT PLAINS,0,6,CLOSED FOR PROFIT,0,0
100000,70002,150,80594,79594,78382,3716,50,001,O ,DLR,0003716,3716,0,,3716,SWANZEY,NH,03446,3409,8/25/2016,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,NORTHEAST /HOMETOWN,R9042 NORTH REG,D382 CONCORD, NH,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,1,ARCTIC EAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,210,75176,74176,73179,32937,50,450,J ,APO,0091027,91027,0,,32937,SAN ANTONIO,TX,78245,2143,1/21/2003,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,IN-HOME RE/   IN-HOM,RINHO IN-HOME REP,DCMA MAXSERV,SAN ANTONIO TRAINING,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,100,80055,79055,78330,1617,50,001,D ,FLS,0001617,1617,0,,7303,DENVER,CO,80223,?,10/10/2005,12/13/2013,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,KSR REGION/   KSR RE,R9055 KSR REGION,KSR DISTRICT D330,DENVER - D,  ,E,DK,?,17,MOUNTAIN STATES,0,6,CLOSED FOR PROFIT,0,0
100000,70002,180,75289,74289,73289,9304,50,001,M ,INT,0009304,9304,0,,9304,MANTENO,IL,60950,3588,10/1/2011,?,SHC NATIONAL LOCATION,SEARS FORMAT,INTERNET STORES,ONLINE STR/FLS ONLIN,ONLINE REGION,D9024 ONLINE DIST,SKYMALL VIRTUAL STORE,  ,?,M ,?,7,NORTH CENTRAL,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38316,40503,40937,3619,50,002,N ,KMO,       ,?,0,,2287,MCHENRY,IL,60050,1402,11/16/1987,6/3/2012,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,SEARS ACCE/   -     ,RC WAVE 4 06 S. CONV,DM WAVE4.2 06 S CON,MCHENRY IL,RX,?,N ,?,10,NORTH MIDWEST,2287,6,CLOSED FOR PROFIT,2,2
100000,70001,230,38352,40550,40676,9800,50,002,2A,KMA,       ,?,0,,9800,MARIANNA,FL,33711,?,12/31/2049,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CORP_STORE/   -     ,RM TEMP CORP,DM TEMP CORP,MARIANNA FL,  ,?,2A,?,0,,0,5,NEW STORE,0,0
100000,70002,100,80236,79236,78156,1638,50,001,A ,FLS,0001638,1638,0,,1638,BREA,CA,92821,5796,8/4/1977,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,SOUTHWEST /FLS - REG,SOUTHWEST,LOS ANGELES 156,BREA - A,  ,E,A ,3,19,COASTAL DESERT,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80029,79029,78219,3001,50,001,O ,DLR,0003001,3001,0,,3001,NEVADA,MO,64772,4208,9/14/1998,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,D219 BRANSON,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,11,MIDWEST,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38407,40525,40958,3600,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,3600,SCHENECTADY,NY,12306,6800,11/17/1988,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,D  JOHNSON/EAST NY,SCHENECTADY NY,  ,B,2B,1,2,NORTH EAST,5299,1,OPEN FOR PROFIT,2,2
100000,70001,230,38352,40550,40676,9855,50,002,C ,KMC,       ,?,0,,9855,WINTER PARK,FL,32789,?,12/1/2049,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CORP_STORE/   -     ,RM TEMP CORP,DM TEMP CORP,WINTER PARK FL,  ,?,C ,?,0,,0,5,NEW STORE,0,0
100000,70001,230,38407,40525,40634,4713,50,002,2B,KMB,       ,?,40715,P  BOWMAN/NORTH EAST,4713,TOWANDA,PA,18848,9212,3/24/1994,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,G  KEEGAN/NE NO PA,TOWANDA PA,  ,B,2B,1,2,NORTH EAST,5935,1,OPEN FOR PROFIT,2,3
100000,70002,150,80029,79029,78396,5510,50,001,O ,DLR,0003097,3097,0,,5510,CLARKSVILLE,AR,72830,3515,4/2/1994,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,D396 W LITTLE ROCK,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,13,GREAT PLAINS,0,1,OPEN FOR PROFIT,0,0
100000,70002,150,80288,79288,78200,7638,50,001,O ,DLR,0007638,7638,0,,7638,ALEXANDRIA,KY,41001,1031,6/24/2010,8/24/2015,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,CLOSED DEA/   DEALER,R9288 CLOSED REGION,HOMETOWN STR ROLLUP,AUTHORIZED HOMETOWN STORE,  ,?,O ,?,8,CENTRAL,0,6,CLOSED FOR PROFIT,0,0
100000,70002,210,80846,79846,78022,8433,50,660,A ,SVC,0008433,8433,0,,8433,THORNTON,CO,80023,8907,2/3/2014,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,OTC DIVISI/OTC DIVIS,OTC REGION,PDS NATIONAL DIST,THORNTON-SEARS PARTSDIRECT,  ,?,A ,?,17,MOUNTAIN STATES,0,1,OPEN FOR PROFIT,0,0
100000,70002,260,75407,74407,73407,54452,50,701,  ,LES,0500020,500020,0,,54452,HOFFMAN EST,IL,60179,?,5/12/2003,6/16/2014,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,PURCHASE ACCT LIABILI,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,100,80055,79055,78330,2336,50,001,D ,FLS,0002336,2336,0,,4984,TINLEY PARK,IL,60477,2576,11/2/2007,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,KSR REGION/   KSR RE,R9055 KSR REGION,KSR DISTRICT D330,TINLEY PARK IL,  ,E,DK,1,10,NORTH MIDWEST,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38353,40698,40707,2578,50,001,G2,GRD,0002578,2578,0,,9348,MOUNT PROSPECT,IL,60056,?,9/2/2008,10/31/2008,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2008 CLOSED RM,2008 CLOSED DM,MOUNT PROSPECT IL,PU,?,G2,?,10,NORTH MIDWEST,0,6,CLOSED FOR PROFIT,0,0
100000,70002,150,80594,79594,78390,7573,50,001,O ,DLR,0007573,7573,0,,7573,WILLISTON,VT,05495,8997,1/29/2010,?,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,NORTHEAST /HOMETOWN,R9042 NORTH REG,D390 BURLINGTON,AUTHORIZED DEALER,  ,?,O ,?,1,ARCTIC EAST,0,1,OPEN FOR PROFIT,0,0
100000,70002,100,80233,79233,78173,1226,50,001,A ,FLS,0001226,1226,0,,1226,METAIRIE,LA,70006,5333,8/7/1969,?,SHC NATIONAL LOCATION,SEARS FORMAT,FULL LINE STORES,SOUTHEAST /FLS - REG,SOUTHEAST,LITTLE ROCK 173,METAIRIE NW ORLNS - A,  ,E,A ,4,14,GULF COAST,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38316,40510,40912,4496,50,002,N ,KMO,       ,?,0,,2563,KEENE,NH,03431,2453,11/16/1995,7/12/2005,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,SEARS ACCE/   -     ,RC WAVE 2 05 S. CONV,DM WAVE2.1 05 S CON,KEENE NH,  ,?,N ,?,2,NORTH EAST,2563,6,CLOSED FOR PROFIT,2,3
100000,70002,110,80031,79041,78314,5053,50,001,H3,HDW,0005053,5053,0,,5053,BIG RAPIDS,MI,49307,2369,4/29/2013,?,SHC NATIONAL LOCATION,SEARS FORMAT,HARDWARE STORES,HARDWARE  /FIELD,APPLIANCE & HARDWARE,D314 CLEVELAND/MI,BIG RAPIDS - HARDWARE,  ,?,H3,?,9,ARCTIC,0,1,OPEN FOR PROFIT,2,0
100000,70002,150,80280,79280,78280,9472,50,001,O ,DLR,0003096,3096,0,,9472,LAWRENCEVILLE,GA,30043,?,8/31/2008,8/29/2013,SHC NATIONAL LOCATION,SEARS FORMAT,AUTH HOMETOWN STORES,CLOSED HAS/CLOSED HA,CLOSED HAS STR REG,CLOSED HAS STR DIST,HOME APPLIANCE SHOWROOM,SH,?,O ,?,4,SOUTH,0,6,CLOSED FOR PROFIT,0,0
100000,70002,260,90721,89721,88721,25025,50,450,J ,APO,0091055,91055,0,,25025,ROUND ROCK,TX,78664,8701,7/1/2007,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,RETAIL SUP/RETAIL SU,RETAIL SUPPRT REGION,RETAIL SUPPORT DIST,ROUND ROCK ICCE,  ,?,J ,?,0,,0,4,UNDEFINED,0,0
100000,70002,260,75407,74407,73407,8416,50,450,J ,APO,0008416,8416,0,,8416,OVERLAND PARK,KS,66214,1740,8/11/1999,?,SHC NATIONAL LOCATION,SEARS FORMAT,ACCOUNTING UNITS,Overhead  /OHD 6,OVERHEAD RGN,OVERHEAD DIST,KANSAS CTY-COMM CREDIT FA,  ,?,J ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
100000,70002,210,80836,79836,73153,8452,50,660,S ,SVC,0008452,8452,0,,8452,MELVILLE,NY,11747,3502,5/12/2015,?,SHC NATIONAL LOCATION,SEARS FORMAT,TELESERVICE CENTERS,CARRY IN D/CARRY IN,CARRY IN REGION,CARRY IN DIST,MELVILLE ACCESS POINT,  ,?,S ,?,2,NORTH EAST,0,1,OPEN FOR PROFIT,0,0
100000,70001,230,38353,40760,40745,9571,50,002,2B,KMB,       ,?,40705,J  SMITH/SOUTH EAST,9571,CULLMAN,AL,35055,5334,10/11/1979,?,SHC NATIONAL LOCATION,KMART FORMAT,KMART STORES,CLOSED STO/   -     ,2016 CLOSED RM,2016 WAVE3 CLS DM,CULLMAN AL,  ,B,2B,3,4,SOUTH,1061,1,OPEN FOR PROFIT,2,3
100000,70002,200,74262,73262,8551,59676,50,316,  ,CPD,0059676,59676,0,,59676,NATCHEZ,MS,39120,?,9/20/1991,?,SHC NATIONAL LOCATION,SEARS FORMAT,INSTALLATION OFFICES,COMM SALES/CS NATL A,CS NATL ACCTS DIST,ZISH TROCKI,NATCHEZ - CPDC,  ,?,  ,?,7,NORTH CENTRAL,0,4,UNDEFINED,0,0
