NatlDesc,LocnNbr,StrFmt,LocnCity,LocnStCd,LocnNm,LocnStat,OrigFacilNbr,CloseDT
KMART FORMAT,9153,KMB,SOUTH LAKE TAHOE,CA,SOUTH LAKE TAHOE CA,OPEN,,-2.2089888E9
KMART FORMAT,9161,KMB,BERWICK,PA,BERWICK PA,OPEN,,-2.2089888E9
KMART FORMAT,9166,KMB,SAYRE,PA,SAYRE PA,OPEN,,-2.2089888E9
KMART FORMAT,9207,KMB,BECKLEY,WV,BECKLEY WV,OPEN,,-2.2089888E9
KMART FORMAT,9216,KMA,CLAREMONT,NH,CLAREMONT NH,OPEN,,-2.2089888E9
KMART FORMAT,9217,KMB,JESUP,GA,JESUP GA,OPEN,,-2.2089888E9
KMART FORMAT,9220,KMB,ALGONA,IA,ALGONA IA,OPEN,,-2.2089888E9
KMART FORMAT,9222,KMB,CHEROKEE,IA,CHEROKEE IA,OPEN,,-2.2089888E9
KMART FORMAT,9224,KMB,MARATHON,FL,MARATHON FL,OPEN,,-2.2089888E9
KMART FORMAT,9225,KMB,VERNAL,UT,VERNAL UT,OPEN,,-2.2089888E9
KMART FORMAT,9233,KMB,OELWEIN,IA,OELWEIN IA,OPEN,,-2.2089888E9
KMART FORMAT,9238,KMB,RATON,NM,RATON NM,OPEN,,-2.2089888E9
KMART FORMAT,9243,KMB,RED OAK,IA,RED OAK IA,OPEN,,-2.2089888E9
KMART FORMAT,9245,KMB,CHEBOYGAN,MI,CHEBOYGAN MI,OPEN,,-2.2089888E9
KMART FORMAT,9255,KMB,PALMER,MA,PALMER MA,OPEN,,-2.2089888E9
KMART FORMAT,9257,KMA,WINCHESTER,IN,WINCHESTER IN,OPEN,,-2.2089888E9
KMART FORMAT,9260,KMA,ARECIBO,PR,ARECIBO PR,OPEN,,-2.2089888E9
KMART FORMAT,9264,KMB,TUCUMCARI,NM,TUCUMCARI NM,OPEN,,-2.2089888E9
KMART FORMAT,9271,KMA,RAWLINS,WY,RAWLINS WY,OPEN,,-2.2089888E9
KMART FORMAT,9274,KMB,GREENWICH,NY,GREENWICH NY,OPEN,,-2.2089888E9
KMART FORMAT,9276,KMA,BISHOP,CA,BISHOP CA,OPEN,,-2.2089888E9
KMART FORMAT,9297,KMA,AMERICUS,GA,AMERICUS GA,OPEN,,-2.2089888E9
KMART FORMAT,9306,KMB,GLENDIVE,MT,GLENDIVE MT,OPEN,,-2.2089888E9
KMART FORMAT,9307,KMA,HAMILTON,MT,HAMILTON MT,OPEN,,-2.2089888E9
KMART FORMAT,9309,KMB,WEBSTER CITY,IA,WEBSTER CITY IA,OPEN,,-2.2089888E9
KMART FORMAT,9310,KMA,ROANOKE,AL,ROANOKE AL,OPEN,,-2.2089888E9
KMART FORMAT,9316,KMA,HARTWELL,GA,HARTWELL GA,OPEN,,-2.2089888E9
KMART FORMAT,9319,KMB,ALLIANCE,NE,ALLIANCE NE,OPEN,,-2.2089888E9
KMART FORMAT,9320,KMB,SENECA,SC,SENECA SC,OPEN,,-2.2089888E9
KMART FORMAT,9321,KMA,OTTAWA,OH,OTTAWA OH,OPEN,,-2.2089888E9
KMART FORMAT,9325,KMB,EL PASO,TX,EL PASO TX,OPEN,,-2.2089888E9
KMART FORMAT,9328,KMB,LONG BEACH,CA,LONG BEACH CA,OPEN,,-2.2089888E9
KMART FORMAT,9332,KMB,SPRINGFIELD,MO,SPRINGFIELD MO,OPEN,,-2.2089888E9
KMART FORMAT,9336,KMB,INDEPENDENCE,MO,INDEPENDENCE MO,OPEN,,-2.2089888E9
KMART FORMAT,9338,KMB,SAINT LOUIS,MO,SAINT LOUIS MO,OPEN,,-2.2089888E9
KMART FORMAT,9339,KMB,OAK LAWN,IL,OAK LAWN IL,OPEN,,-2.2089888E9
KMART FORMAT,9348,KMB,NORRIDGE,IL,NORRIDGE IL,OPEN,,-2.2089888E9
KMART FORMAT,9351,KMB,BELLEVILLE,IL,BELLEVILLE IL,OPEN,,-2.2089888E9
KMART FORMAT,9353,KMB,CRYSTAL CITY,MO,CRYSTAL CITY MO,OPEN,,-2.2089888E9
KMART FORMAT,9354,KMB,GRIFFITH,IN,GRIFFITH IN,OPEN,,-2.2089888E9
KMART FORMAT,9356,KMA,CREVE COUER,MO,CREVE COUER MO,OPEN,,-2.2089888E9
KMART FORMAT,9370,KMA,ROELAND PARK,KS,ROELAND PARK KS,OPEN,,-2.2089888E9
KMART FORMAT,9380,KMA,BAYSHORE,NY,BAYSHORE NY,OPEN,,-2.2089888E9
KMART FORMAT,9381,KMB,HUNTINGTON,NY,HUNTINGTON NY,OPEN,,-2.2089888E9
KMART FORMAT,9384,KMA,JACKSON HEIGHTS,NY,JACKSON HEIGHTS NY,OPEN,,-2.2089888E9
KMART FORMAT,9385,KMB,CLIO,MI,CLIO MI,OPEN,,-2.2089888E9
KMART FORMAT,9389,KMB,LAS VEGAS,NV,LAS VEGAS NV,OPEN,,-2.2089888E9
KMART FORMAT,9392,KMB,WEST SENECA,NY,WEST SENECA NY,OPEN,,-2.2089888E9
KMART FORMAT,9394,KMB,FAJARDO,PR,FAJARDO PR,OPEN,,-2.2089888E9
KMART FORMAT,9397,KMB,WEST SAINT PAUL,MN,WEST SAINT PAUL MN,CLOSING,,-2.2089888E9
KMART FORMAT,9404,KMA,ALBANY,NY,ALBANY NY,OPEN,,-2.2089888E9
KMART FORMAT,9409,KMB,PHOENIXVILLE,PA,PHOENIXVILLE PA,OPEN,,-2.2089888E9
KMART FORMAT,9413,KMB,WEST ORANGE,NJ,WEST ORANGE NJ,OPEN,,-2.2089888E9
KMART FORMAT,9414,KMB,YORKTOWN HEIGHTS,NY,YORKTOWN HEIGHTS NY,OPEN,,-2.2089888E9
KMART FORMAT,9415,KMB,MAHOPAC,NY,MAHOPAC NY,OPEN,,-2.2089888E9
KMART FORMAT,9416,KMB,WHITE PLAINS,NY,WHITE PLAINS NY,OPEN,,-2.2089888E9
KMART FORMAT,9418,KMB,ROSEDALE,NY,ROSEDALE NY,OPEN,,-2.2089888E9
KMART FORMAT,9419,KMB,MIDDLE VILLAGE,NY,MIDDLE VILLAGE NY,OPEN,,-2.2089888E9
KMART FORMAT,9420,KMB,BRONX,NY,BRONX NY,OPEN,,-2.2089888E9
KMART FORMAT,9423,KMB,BRIDGEHAMPTON,NY,BRIDGEHAMPTON NY,OPEN,,-2.2089888E9
KMART FORMAT,9427,KMA,MANCHESTER,NJ,MANCHESTER NJ,OPEN,,-2.2089888E9
KMART FORMAT,9429,KMA,BRYAN COLLEGE STATIO,TX,BRYAN COLLEGE STATIO TX,OPEN,,-2.2089888E9
KMART FORMAT,9430,KMB,KAPOLEI,HI,KAPOLEI HI,OPEN,,-2.2089888E9
KMART FORMAT,9432,KMA,MARGATE,FL,MARGATE FL,OPEN,,-2.2089888E9
KMART FORMAT,9433,KMB,ELMHURST,IL,ELMHURST IL,OPEN,,-2.2089888E9
KMART FORMAT,9434,KMA,NANUET,NY,NANUET NY,OPEN,,-2.2089888E9
KMART FORMAT,9438,KMB,PLEASANT HILLS,PA,PLEASANT HILLS PA,OPEN,,-2.2089888E9
KMART FORMAT,9440,KMA,NORTH HUNTINGDON,PA,NORTH HUNTINGDON PA,OPEN,,-2.2089888E9
KMART FORMAT,9441,KMA,NEWARK,NJ,NEWARK NJ,OPEN,,-2.2089888E9
KMART FORMAT,9442,KMA,CHERRY HILL,NJ,CHERRY HILL NJ,OPEN,,-2.2089888E9
KMART FORMAT,9444,KMC,COMMERCE TOWNSHIP,MI,COMMERCE TOWNSHIP MI,OPEN,,-2.2089888E9
KMART FORMAT,9447,KMB,CRANSTON,RI,CRANSTON RI,OPEN,,-2.2089888E9
KMART FORMAT,9451,KMA,BROOKLYN,NY,BROOKLYN NY,OPEN,,-2.2089888E9
KMART FORMAT,9452,KMA,WASHINGTON,DC,WASHINGTON DC,OPEN,,-2.2089888E9
KMART FORMAT,9454,KMA,NORTH BERGEN,NJ,NORTH BERGEN NJ,OPEN,,-2.2089888E9
KMART FORMAT,9457,KMB,AUSTIN,TX,AUSTIN TX,OPEN,,-2.2089888E9
KMART FORMAT,9458,KMA,HUMACAO,PR,HUMACAO PR,OPEN,,-2.2089888E9
KMART FORMAT,9460,KMA,PEMBROKE,MA,PEMBROKE MA,OPEN,,-2.2089888E9
KMART FORMAT,9462,KMB,VAILS GATE,NY,VAILS GATE NY,OPEN,,-2.2089888E9
KMART FORMAT,9463,KMB,SOMERS POINT,NJ,SOMERS POINT NJ,OPEN,,-2.2089888E9
KMART FORMAT,9466,KMA,GARRISONVILLE,VA,GARRISONVILLE VA,OPEN,,-2.2089888E9
KMART FORMAT,9468,KMA,BROOKLYN,NY,BROOKLYN NY,OPEN,,-2.2089888E9
KMART FORMAT,9503,KMB,FRANKFORT,KY,FRANKFORT KY,OPEN,,-2.2089888E9
KMART FORMAT,9511,KMB,PALATKA,FL,PALATKA FL,OPEN,,-2.2089888E9
KMART FORMAT,9513,KMB,CORBIN,KY,CORBIN KY,OPEN,,-2.2089888E9
KMART FORMAT,9520,KMB,GULFPORT,MS,GULFPORT MS,OPEN,,-2.2089888E9
KMART FORMAT,9521,KMB,MADAWASKA,ME,MADAWASKA ME,OPEN,,-2.2089888E9
KMART FORMAT,9524,KMB,ELKTON,MD,ELKTON MD,OPEN,,-2.2089888E9
KMART FORMAT,9528,KMB,KINGMAN,AZ,KINGMAN AZ,OPEN,,-2.2089888E9
KMART FORMAT,9532,KMB,EFFINGHAM,IL,EFFINGHAM IL,OPEN,,-2.2089888E9
KMART FORMAT,9534,KMB,THIEF RIVER FALLS,MN,THIEF RIVER FALLS MN,OPEN,,-2.2089888E9
KMART FORMAT,9536,KMB,BENNINGTON,VT,BENNINGTON VT,OPEN,,-2.2089888E9
KMART FORMAT,9538,KMB,GALLIPOLIS,OH,GALLIPOLIS OH,OPEN,,-2.2089888E9
KMART FORMAT,9539,KMB,THORNDALE,PA,THORNDALE PA,OPEN,,-2.2089888E9
KMART FORMAT,9542,KMB,HERKIMER,NY,HERKIMER NY,OPEN,,-2.2089888E9
KMART FORMAT,9546,KMA,GRASS VALLEY,CA,GRASS VALLEY CA,OPEN,,-2.2089888E9
KMART FORMAT,9549,KMB,MORGANTON,NC,MORGANTON NC,OPEN,,-2.2089888E9
KMART FORMAT,9551,KMB,PARADISE,CA,PARADISE CA,OPEN,,-2.2089888E9
KMART FORMAT,9557,KMB,GRAYLING,MI,GRAYLING MI,OPEN,,-2.2089888E9
KMART FORMAT,9561,KMA,RAWLINS,WY,RAWLINS WY,OPEN,,-2.2089888E9
KMART FORMAT,9571,KMB,CULLMAN,AL,CULLMAN AL,CLOSING,,-2.2089888E9
KMART FORMAT,9582,KMB,SHAWNEE,OK,SHAWNEE OK,OPEN,,-2.2089888E9
KMART FORMAT,9586,KMB,SAULT SAINTE MARIE,MI,SAULT SAINTE MARIE MI,CLOSING,,-2.2089888E9
KMART FORMAT,9589,KMB,BATH,NY,BATH NY,OPEN,,-2.2089888E9
KMART FORMAT,9593,KMB,OSCODA,MI,OSCODA MI,OPEN,,-2.2089888E9
KMART FORMAT,9608,KMA,AUBURN,CA,AUBURN CA,OPEN,,-2.2089888E9
KMART FORMAT,9614,KMB,KEY LARGO,FL,KEY LARGO FL,OPEN,,-2.2089888E9
KMART FORMAT,9619,KMB,MOREHEAD CITY,NC,MOREHEAD CITY NC,OPEN,,-2.2089888E9
KMART FORMAT,9620,KMB,ALBERTVILLE,AL,ALBERTVILLE AL,OPEN,,-2.2089888E9
KMART FORMAT,9621,KMB,LEBANON,TN,LEBANON TN,OPEN,,-2.2089888E9
KMART FORMAT,9622,KMB,JASPER,AL,JASPER AL,OPEN,,-2.2089888E9
KMART FORMAT,9623,KMB,SPRINGDALE,AR,SPRINGDALE AR,CLOSING,,-2.2089888E9
KMART FORMAT,9625,KMB,CALHOUN,GA,CALHOUN GA,OPEN,,-2.2089888E9
KMART FORMAT,9629,KMB,TULLAHOMA,TN,TULLAHOMA TN,OPEN,,-2.2089888E9
KMART FORMAT,9642,KMB,CLARION,PA,CLARION PA,OPEN,,-2.2089888E9
KMART FORMAT,9647,KMB,LEAVENWORTH,KS,LEAVENWORTH KS,OPEN,,-2.2089888E9
KMART FORMAT,9648,KMB,ATHENS,AL,ATHENS AL,OPEN,,-2.2089888E9
KMART FORMAT,9657,KMB,CORNELIA,GA,CORNELIA GA,OPEN,,-2.2089888E9
KMART FORMAT,9662,KMB,EPHRATA,PA,EPHRATA PA,OPEN,,-2.2089888E9
KMART FORMAT,9672,KMA,RAWLINS,WY,RAWLINS WY,OPEN,,-2.2089888E9
KMART FORMAT,9674,KMB,CROSSVILLE,TN,CROSSVILLE TN,OPEN,,-2.2089888E9
KMART FORMAT,9676,KMB,STREETSBORO,OH,STREETSBORO OH,OPEN,,-2.2089888E9
KMART FORMAT,9679,KMA,CANON CITY,CO,CANON CITY CO,OPEN,,-2.2089888E9
KMART FORMAT,9680,KMB,WEST FRANKFORT,IL,WEST FRANKFORT IL,OPEN,,-2.2089888E9
KMART FORMAT,9689,KMB,INTERNATIONAL FALLS,MN,INTERNATIONAL FALLS MN,OPEN,,-2.2089888E9
KMART FORMAT,9692,KMB,WEBSTER,MA,WEBSTER MA,OPEN,,-2.2089888E9
KMART FORMAT,9693,KMB,MARINE CITY,MI,MARINE CITY MI,OPEN,,-2.2089888E9
KMART FORMAT,9695,KMB,GAS CITY,IN,GAS CITY IN,OPEN,,-2.2089888E9
KMART FORMAT,9697,KMA,BRAWLEY,CA,BRAWLEY CA,OPEN,,-2.2089888E9
KMART FORMAT,9706,KMA,MARSHALLTOWN,IA,MARSHALLTOWN IA,OPEN,,-2.2089888E9
KMART FORMAT,9708,KMA,OAK HARBOR,WA,OAK HARBOR WA,OPEN,,-2.2089888E9
KMART FORMAT,9711,KMB,RUSSELLVILLE,AR,RUSSELLVILLE AR,OPEN,,-2.2089888E9
KMART FORMAT,9716,KMA,BENTON,AR,BENTON AR,OPEN,,-2.2089888E9
KMART FORMAT,9718,KMA,WASHINGTON,MO,WASHINGTON MO,OPEN,,-2.2089888E9
KMART FORMAT,9719,KMA,NORWICH,NY,NORWICH NY,OPEN,,-2.2089888E9
KMART FORMAT,9721,KMA,CANTON,GA,CANTON GA,OPEN,,-2.2089888E9
KMART FORMAT,9724,KMA,WARWICK,RI,WARWICK RI,OPEN,,-2.2089888E9
KMART FORMAT,9728,KMB,SMYRNA,TN,SMYRNA TN,CLOSING,,-2.2089888E9
KMART FORMAT,9730,KMA,LEEDS,AL,LEEDS AL,OPEN,,-2.2089888E9
KMART FORMAT,9731,KMA,WETUMPKA,AL,WETUMPKA AL,OPEN,,-2.2089888E9
KMART FORMAT,9733,KMB,DU BOIS,PA,DU BOIS PA,OPEN,,-2.2089888E9
KMART FORMAT,9735,KMB,SEVIERVILLE,TN,SEVIERVILLE TN,OPEN,,-2.2089888E9
KMART FORMAT,9739,KMA,DEMOPOLIS,AL,DEMOPOLIS AL,OPEN,,-2.2089888E9
KMART FORMAT,9746,KMA,GRASS VALLEY,CA,GRASS VALLEY CA,OPEN,,-2.2089888E9
KMART FORMAT,9751,KMB,CODY,WY,CODY WY,CLOSING,,-2.2089888E9
KMART FORMAT,9760,KMA,CARTHAGE,MO,CARTHAGE MO,OPEN,,-2.2089888E9
KMART FORMAT,9761,KMB,VISALIA,CA,VISALIA CA,OPEN,,-2.2089888E9
KMART FORMAT,9763,KMA,EASTON,MD,EASTON MD,OPEN,,-2.2089888E9
KMART FORMAT,9767,KMA,NEOSHO,MO,NEOSHO MO,OPEN,,-2.2089888E9
KMART FORMAT,9768,KMA,COLUMBIA,MO,COLUMBIA MO,OPEN,,-2.2089888E9
KMART FORMAT,9770,KMB,MT PLEASANT,PA,MT PLEASANT PA,OPEN,,-2.2089888E9
KMART FORMAT,9771,KMA,SPRINGFIELD,MO,SPRINGFIELD MO,OPEN,,-2.2089888E9
KMART FORMAT,9778,KMA,TOMAH,WI,TOMAH WI,OPEN,,-2.2089888E9
KMART FORMAT,9791,KMA,TUTU  ST THOMAS,VI,TUTU  ST THOMAS VI,OPEN,,-2.2089888E9
KMART FORMAT,9792,KMB,LARAMIE,WY,LARAMIE WY,OPEN,,-2.2089888E9
KMART FORMAT,9794,KMB,ST GEORGE,UT,ST GEORGE UT,OPEN,,-2.2089888E9
KMART FORMAT,9797,KMB,SCOTTS VALLEY,CA,SCOTTS VALLEY CA,OPEN,,-2.2089888E9
KMART FORMAT,9799,KMA,SHOW LOW,AZ,SHOW LOW AZ,OPEN,,-2.2089888E9
KMART FORMAT,9800,KMA,MARIANNA,FL,MARIANNA FL,OPEN,,-2.2089888E9
KMART FORMAT,9808,KMA,HAMILTON,MT,HAMILTON MT,OPEN,,-2.2089888E9
KMART FORMAT,9810,KMC,LINCOLNWOOD,IL,LINCOLNWOOD IL,OPEN,,-2.2089888E9
KMART FORMAT,9816,KMC,HAMPTON,VA,HAMPTON VA,OPEN,,-2.2089888E9
KMART FORMAT,9819,KMB,HENDERSON,NV,HENDERSON NV,OPEN,,-2.2089888E9
KMART FORMAT,9821,KMC,ALBUQUERQUE,NM,ALBUQUERQUE NM,OPEN,,-2.2089888E9
KMART FORMAT,9822,KMC,MONTCLAIR,CA,MONTCLAIR CA,OPEN,,-2.2089888E9
KMART FORMAT,9823,KMC,LOS ANGELES,CA,LOS ANGELES CA,OPEN,,-2.2089888E9
KMART FORMAT,9824,KMC,CHICAGO,IL,CHICAGO IL,OPEN,,-2.2089888E9
KMART FORMAT,9828,KMC,AURORA,CO,AURORA CO,OPEN,,-2.2089888E9
KMART FORMAT,9829,KMC,MARGATE,FL,MARGATE FL,OPEN,,-2.2089888E9
KMART FORMAT,9830,KMC,MESA,AZ,MESA AZ,OPEN,,-2.2089888E9
KMART FORMAT,9831,KMC,GILBERT,AZ,GILBERT AZ,OPEN,,-2.2089888E9
KMART FORMAT,9832,KMC,MESA,AZ,MESA AZ,OPEN,,-2.2089888E9
KMART FORMAT,9833,KMC,LATROBE,PA,LATROBE PA,OPEN,,-2.2089888E9
KMART FORMAT,9834,KMC,DENVER,CO,DENVER CO,OPEN,,-2.2089888E9
KMART FORMAT,9841,KMC,PADUCAH,KY,PADUCAH KY,OPEN,,-2.2089888E9
KMART FORMAT,9853,KMC,NAPERVILLE,IL,NAPERVILLE IL,OPEN,,-2.2089888E9
KMART FORMAT,9854,KMC,ATLANTA,GA,ATLANTA GA,OPEN,,-2.2089888E9
KMART FORMAT,9855,KMC,WINTER PARK,FL,WINTER PARK FL,OPEN,,-2.2089888E9
KMART FORMAT,9861,KMC,NE SANTIAGO,MI,NE SANTIAGO MI,OPEN,,-2.2089888E9
KMART FORMAT,9862,KMC,ORANJESTAD,MI,ORANJESTAD MI,OPEN,,-2.2089888E9
KMART FORMAT,9868,KMC,NE COLUMBIA,SC,NE COLUMBIA SC,OPEN,,-2.2089888E9
KMART FORMAT,9869,KMC,LEXINGTON,SC,LEXINGTON SC,OPEN,,-2.2089888E9
KMART FORMAT,9871,KMC,HUMACAO,PR,HUMACAO PR,OPEN,,-2.2089888E9
KMART FORMAT,9875,KMC,MARRERO,LA,MARRERO LA,OPEN,,-2.2089888E9
KMART FORMAT,9882,KMC,DAVIE,FL,DAVIE FL,OPEN,,-2.2089888E9
SEARS FORMAT,1003,FLS,SALEM,NH,SALEM - A,OPEN,1003,-2.2089888E9
SEARS FORMAT,1004,FLS,GARDEN CITY,NY,GARDEN CITY - A,OPEN,1004,-2.2089888E9
SEARS FORMAT,1005,FLS,LAKE WALES,FL,LAKE WALES - A,OPEN,1005,-2.2089888E9
SEARS FORMAT,1006,FLS,OCALA,FL,OCALA - A,OPEN,1006,-2.2089888E9
SEARS FORMAT,1007,FLS,BRANDON,FL,BRANDON - A,OPEN,1007,-2.2089888E9
SEARS FORMAT,1008,FLS,LOS ANGELES,CA,LOS ANGELES/BOYLE - A,OPEN,1008,-2.2089888E9
SEARS FORMAT,1011,FLS,GRANDVILLE,MI,GRANDVILLE - A,OPEN,1011,-2.2089888E9
SEARS FORMAT,1012,FLS,DES MOINES,IA,DES MOINES - A,OPEN,1012,-2.2089888E9
SEARS FORMAT,1013,FLS,GLEN BURNIE,MD,GLEN BURNIE - A,OPEN,1013,-2.2089888E9
SEARS FORMAT,1014,FLS,ENFIELD,CT,ENFIELD - A,OPEN,1014,-2.2089888E9
SEARS FORMAT,1015,FLS,VERO BEACH,FL,VERO BEACH - A,OPEN,1015,-2.2089888E9
SEARS FORMAT,1017,FLS,HOUSTON,TX,HOUSTON/MAIN - A,OPEN,1017,-2.2089888E9
SEARS FORMAT,1018,FLS,LOS ANGELES,CA,LOS ANGELES/BALDWIN HLS-A,OPEN,1018,-2.2089888E9
SEARS FORMAT,1019,FLS,PLEASANTON,CA,PLEASANTON - A,OPEN,1019,-2.2089888E9
SEARS FORMAT,1022,FLS,OMAHA,NE,OMAHA - A,OPEN,1022,-2.2089888E9
SEARS FORMAT,1023,FLS,DULLES,VA,DULLES/LOUDOUN CNTY-A,OPEN,1023,-2.2089888E9
SEARS FORMAT,1024,FLS,FALLS CHURCH,VA,FALLS CHURCH - A,OPEN,1024,-2.2089888E9
SEARS FORMAT,1025,FLS,DANVILLE,VA,DANVILLE - A,OPEN,1025,-2.2089888E9
SEARS FORMAT,1027,FLS,EL PASO,TX,EL PASO/SUNLAND PK - A,OPEN,1027,-2.2089888E9
SEARS FORMAT,1029,FLS,SPOKANE,WA,SPOKANE - A,OPEN,1029,-2.2089888E9
SEARS FORMAT,1032,FLS,BROOKLYN CTR,MN,BROOKLYN CTR-A,OPEN,1032,-2.2089888E9
SEARS FORMAT,1033,FLS,N ATTLEBORO,MA,N ATTLEBORO - A,OPEN,1033,-2.2089888E9
SEARS FORMAT,1034,FLS,PITTSBURGH,PA,PITTSBURGH/ROSS PARK-A,OPEN,1034,-2.2089888E9
SEARS FORMAT,1035,FLS,AUGUSTA,GA,AUGUSTA - A,OPEN,1035,-2.2089888E9
SEARS FORMAT,1038,FLS,SPOKANE,WA,SPOKANE - A,OPEN,1038,-2.2089888E9
SEARS FORMAT,1040,FLS,EAU CLAIRE,WI,EAU CLAIRE A,OPEN,1040,-2.2089888E9
SEARS FORMAT,1041,FLS,OMAHA,NE,OMAHA-A,OPEN,1041,-2.2089888E9
SEARS FORMAT,1042,FLS,JOPLIN,MO,JOPLIN - A,OPEN,1042,-2.2089888E9
SEARS FORMAT,1043,FLS,MERIDEN,CT,MERIDEN - A,OPEN,1043,-2.2089888E9
SEARS FORMAT,1044,FLS,JERSEY CITY,NJ,JERSEY CTY/NEWPORT - A,OPEN,1044,-2.2089888E9
SEARS FORMAT,1045,FLS,DURHAM,NC,DURHAM - A,OPEN,1045,-2.2089888E9
SEARS FORMAT,1048,FLS,PASADENA,CA,PASADENA - A,OPEN,1048,-2.2089888E9
SEARS FORMAT,1049,FLS,PORTLAND,OR,PORTLAND - A,OPEN,1049,-2.2089888E9
SEARS FORMAT,1051,FLS,STRONGSVILLE,OH,STRONGSVILLE - A,OPEN,1051,-2.2089888E9
SEARS FORMAT,1052,FLS,SAINT PAUL,MN,ST PAUL-A,OPEN,1052,-2.2089888E9
SEARS FORMAT,1053,FLS,SAUGUS,MA,SAUGUS - A,OPEN,1053,-2.2089888E9
SEARS FORMAT,1055,FLS,CORAL SPRINGS,FL,CORAL SPRINGS - A,OPEN,1055,-2.2089888E9
SEARS FORMAT,1057,FLS,DALLAS,TX,DALLAS/VALLEY VIEW-A,OPEN,1057,-2.2089888E9
SEARS FORMAT,1059,FLS,SHORELINE,WA,SEATTLE/SHORELINE - A,OPEN,1059,-2.2089888E9
SEARS FORMAT,1062,FLS,BROOKFIELD,WI,BROOKFIELD-A,OPEN,1062,-2.2089888E9
SEARS FORMAT,1063,FLS,WEST HARTFORD,CT,WEST HARTFORD - A,CLOSING,1063,-2.2089888E9
SEARS FORMAT,1064,FLS,LANGHORNE,PA,LANGHORNE/OXFORD VLY-A,OPEN,1064,-2.2089888E9
SEARS FORMAT,1065,FLS,GLEN ALLEN,VA,GLEN ALLEN(RICHMOND) - A,OPEN,1065,-2.2089888E9
SEARS FORMAT,1066,FLS,JACKSONVILLE,FL,JACKSONVILLE(AVES)-A,OPEN,1066,-2.2089888E9
SEARS FORMAT,1067,FLS,HOUSTON,TX,HOUSTON/MEMORIAL-A,OPEN,1067,-2.2089888E9
SEARS FORMAT,1068,FLS,PALMDALE,CA,PALMDALE - A,OPEN,1068,-2.2089888E9
SEARS FORMAT,1069,FLS,REDMOND,WA,REDMOND-OVERLAKE PARK - A,OPEN,1069,-2.2089888E9
SEARS FORMAT,1070,FLS,MANKATO,MN,MANKATO - A,OPEN,1070,-2.2089888E9
SEARS FORMAT,1071,FLS,LAKEWOOD,CO,LAKEWOOD/DENVER - A,OPEN,1071,-2.2089888E9
SEARS FORMAT,1072,FLS,WATERLOO,IA,WATERLOO-A,OPEN,1072,-2.2089888E9
SEARS FORMAT,1073,FLS,EXTON,PA,EXTON - A,OPEN,1073,-2.2089888E9
SEARS FORMAT,1074,FLS,WALDORF,MD,WALDORF/ST CHARLES - A,OPEN,1074,-2.2089888E9
SEARS FORMAT,1075,FLS,DAYTONA BEACH,FL,DAYTONA BEACH - A,OPEN,1075,-2.2089888E9
SEARS FORMAT,1076,FLS,LEWISVILLE,TX,LEWISVILLE - A,OPEN,1076,-2.2089888E9
SEARS FORMAT,1077,FLS,SHREVEPORT,LA,SHREVEPORT - A,OPEN,1077,-2.2089888E9
SEARS FORMAT,1078,FLS,MESA,AZ,MESA/EAST - A,OPEN,1078,-2.2089888E9
SEARS FORMAT,1079,FLS,PORTLAND,OR,PORTLAND-WASHINGTON SQ -,OPEN,1079,-2.2089888E9
SEARS FORMAT,1080,FLS,FRISCO,TX,FRISCO - A,OPEN,1080,-2.2089888E9
SEARS FORMAT,1081,FLS,HEATH,OH,HEATH - A,OPEN,1081,-2.2089888E9
SEARS FORMAT,1082,FLS,GREENDALE,WI,GREENDALE-A,OPEN,1082,-2.2089888E9
SEARS FORMAT,1083,FLS,WARWICK,RI,WARWICK - A,OPEN,1083,-2.2089888E9
SEARS FORMAT,1084,FLS,PHILADELPHIA,PA,PHILA-GREATER NE-A,OPEN,1084,-2.2089888E9
SEARS FORMAT,1085,FLS,CAGUAS,PR,CAGUAS - A,OPEN,1085,-2.2089888E9
SEARS FORMAT,1086,FLS,BATON ROUGE,LA,BATON ROUGE - A,OPEN,1086,-2.2089888E9
SEARS FORMAT,1087,FLS,HOUSTON,TX,HOUSTON/WEST OAKS - A,OPEN,1087,-2.2089888E9
SEARS FORMAT,1088,FLS,GLENDALE,CA,GLENDALE - A,OPEN,1088,-2.2089888E9
SEARS FORMAT,1089,FLS,ANCHORAGE,AK,ANCHORAGE(SUR) - A,OPEN,1089,-2.2089888E9
SEARS FORMAT,1090,FLS,CHICAGO,IL,CHICAGO-HARLEM AVE - A,OPEN,1090,-2.2089888E9
SEARS FORMAT,1091,FLS,OKLAHOMA CITY,OK,OKLAHOMA CITY/SEQUOYAH-A,OPEN,1091,-2.2089888E9
SEARS FORMAT,1092,FLS,WESTLAND,MI,WESTLAND(DETROIT) - A,OPEN,1092,-2.2089888E9
SEARS FORMAT,1093,FLS,SPRINGFIELD,MA,SPRINGFIELD - A,OPEN,1093,-2.2089888E9
SEARS FORMAT,1094,FLS,HACKENSACK,NJ,HACKENSACK - A,OPEN,1094,-2.2089888E9
SEARS FORMAT,1095,FLS,DOUGLASVILLE,GA,DOUGLASVILLE - A,OPEN,1095,-2.2089888E9
SEARS FORMAT,1096,FLS,PENSACOLA,FL,PENSACOLA - A,OPEN,1096,-2.2089888E9
SEARS FORMAT,1097,FLS,SAN ANTONIO,TX,SAN ANTONIO - A,OPEN,1097,-2.2089888E9
