NatlDesc,LocnNbr,StrFmt,LocnCity,LocnStCd,LocnNm,LocnStat,OrigFacilNbr,CloseDT
SEARS FORMAT,2176,FLS,PADUCAH,KY,PADUCAH-B,OPEN,2176,-2.2089888E9
SEARS FORMAT,2179,FLS,MEDFORD,OR,MEDFORD - B,OPEN,2179,-2.2089888E9
SEARS FORMAT,2180,FLS,TRAVERSE CITY,MI,TRAVERSE CITY-B,OPEN,2180,-2.2089888E9
SEARS FORMAT,2183,FLS,S PORTLAND,ME,SO PORTLAND - B,OPEN,2183,-2.2089888E9
SEARS FORMAT,2191,FLS,LINCOLN,NE,LINCOLN-B,OPEN,2191,-2.2089888E9
SEARS FORMAT,2195,FLS,TITUSVILLE,FL,TITUSVILLE - B,OPEN,2195,-2.2089888E9
SEARS FORMAT,2197,FLS,TEXAS CITY,TX,TEXAS CITY - B,OPEN,2197,-2.2089888E9
SEARS FORMAT,2203,FLS,BRUNSWICK,ME,BRUNSWICK - B,OPEN,2203,-2.2089888E9
SEARS FORMAT,2205,FLS,COOKEVILLE,TN,COOKEVILLE - B,OPEN,2205,-2.2089888E9
SEARS FORMAT,2207,FLS,ROSWELL,NM,ROSWELL - B,OPEN,2207,-2.2089888E9
SEARS FORMAT,2208,FLS,SANTA FE,NM,SANTA FE - B,OPEN,2208,-2.2089888E9
SEARS FORMAT,2210,FLS,GARDEN CITY,KS,GARDEN CITY - B,OPEN,2210,-2.2089888E9
SEARS FORMAT,2211,FLS,BELVIDERE,IL,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2212,FLS,CEDAR RAPIDS,IA,CEDAR RAPIDS-B,OPEN,2212,-2.2089888E9
SEARS FORMAT,2215,FLS,KEY WEST,FL,KEY WEST - B,OPEN,2215,-2.2089888E9
SEARS FORMAT,2218,FLS,PRESCOTT,AZ,PRESCOTT - B,OPEN,2218,-2.2089888E9
SEARS FORMAT,2219,FLS,LACEY,WA,LACEY/OLYMPIA - B,OPEN,2219,-2.2089888E9
SEARS FORMAT,2220,FLS,ST GEORGE,UT,ST GEORGE - B,OPEN,2220,-2.2089888E9
SEARS FORMAT,2221,FLS,BARTLESVILLE,OK,BARTLESVILLE - B,CLOSING,2221,-2.2089888E9
SEARS FORMAT,2223,FLS,BRIDGEVIEW,IL,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2225,FLS,GOLDSBORO,NC,GOLDSBORO - B,OPEN,2225,-2.2089888E9
SEARS FORMAT,2226,FLS,MURFREESBORO,TN,MURFREESBORO - B,OPEN,2226,-2.2089888E9
SEARS FORMAT,2231,FLS,FORT SMITH,AR,FT SMITH - B,OPEN,2231,-2.2089888E9
SEARS FORMAT,2232,FLS,MADISON,WI,MADISON-EAST-B,OPEN,2232,-2.2089888E9
SEARS FORMAT,2233,FLS,ARECIBO,PR,KMART 7566/CROSS MERCH,OPEN,2233,-2.2089888E9
SEARS FORMAT,2238,FLS,YUBA CITY,CA,YUBA CITY - B,OPEN,2238,-2.2089888E9
SEARS FORMAT,2239,FLS,VANCOUVER,WA,VANCOUVER - B,OPEN,2239,-2.2089888E9
SEARS FORMAT,2241,FLS,FAYETTEVILLE,AR,FAYETTEVILLE - B,OPEN,2241,-2.2089888E9
SEARS FORMAT,2242,FLS,BILLINGS,MT,BILLINGS - B,OPEN,2242,-2.2089888E9
SEARS FORMAT,2244,FLS,HANOVER,PA,HANOVER - B,OPEN,2244,-2.2089888E9
SEARS FORMAT,2245,FLS,MELBOURNE,FL,MELBOURNE - B,OPEN,2245,-2.2089888E9
SEARS FORMAT,2246,FLS,CHICAGO,IL,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2247,FLS,LAREDO,TX,LAREDO - B,OPEN,2247,-2.2089888E9
SEARS FORMAT,2250,FLS,CRYSTAL LAKE,IL,CRYSTAL LAKE - B,OPEN,2250,-2.2089888E9
SEARS FORMAT,2256,FLS,BILOXI,MS,BILOXI - B,OPEN,2256,-2.2089888E9
SEARS FORMAT,2258,FLS,SAN LUIS OBISPO,CA,SAN LUIS OBISPO - B,OPEN,2258,-2.2089888E9
SEARS FORMAT,2260,FLS,DES PLAINES,IL,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2265,FLS,JOHNSON CITY,TN,JOHNSON CITY - B,OPEN,2265,-2.2089888E9
SEARS FORMAT,2277,FLS,DES PLAINES,IL,KMART 4214/CROSS MERCH,OPEN,2277,-2.2089888E9
SEARS FORMAT,2278,FLS,IDAHO FALLS,ID,IDAHO FALLS - B,OPEN,2278,-2.2089888E9
SEARS FORMAT,2283,FLS,SWANSEA,MA,SWANSEA - B,OPEN,2283,-2.2089888E9
SEARS FORMAT,2288,FLS,ANTIOCH,CA,ANTIOCH - B,OPEN,2288,-2.2089888E9
SEARS FORMAT,2290,FLS,MICHIGAN CITY,IN,MICHIGAN CITY-B,OPEN,2290,-2.2089888E9
SEARS FORMAT,2293,FLS,AUGUSTA,ME,AUGUSTA - B,OPEN,2293,-2.2089888E9
SEARS FORMAT,2294,FLS,MONTGOMERY,IL,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2298,FLS,MERCED,CA,MERCED - B,OPEN,2298,-2.2089888E9
SEARS FORMAT,2299,FLS,ABERDEEN,WA,ABERDEEN - B,OPEN,2299,-2.2089888E9
SEARS FORMAT,2300,FLS,NEW LENOX,IL,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2301,FLS,KANSAS CITY,MO,KANSAS CITY-ANTIOCH-B,OPEN,2301,-2.2089888E9
SEARS FORMAT,2302,FLS,OAK LAWN,IL,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2304,FLS,WESTOVER,WV,WESTOVER/MORGANTOWN-B,OPEN,2304,-2.2089888E9
SEARS FORMAT,2305,FLS,ANDERSON,SC,ANDERSON - B,OPEN,2305,-2.2089888E9
SEARS FORMAT,2306,FLS,GADSDEN,AL,GADSDEN - B,OPEN,2306,-2.2089888E9
SEARS FORMAT,2308,FLS,SANTA CRUZ,CA,SANTA CRUZ - B,OPEN,2308,-2.2089888E9
SEARS FORMAT,2309,FLS,SILVERDALE,WA,SILVERDALE - B,OPEN,2309,-2.2089888E9
SEARS FORMAT,2311,FLS,NORMAN,OK,NORMAN - B,OPEN,2311,-2.2089888E9
SEARS FORMAT,2315,FLS,JENSEN BEACH,FL,JENSEN BEACH(STUART)-B,OPEN,2315,-2.2089888E9
SEARS FORMAT,2316,FLS,FLORENCE,AL,FLORENCE-B,OPEN,2316,-2.2089888E9
SEARS FORMAT,2318,FLS,THOUSAND OAKS,CA,THOUSAND OAKS - B,OPEN,2318,-2.2089888E9
SEARS FORMAT,2323,FLS,HYANNIS,MA,HYANNIS-B,OPEN,2323,-2.2089888E9
SEARS FORMAT,2324,FLS,MAYAGUEZ,PR,KMART 3882/CROSS MERCH,OPEN,2324,-2.2089888E9
SEARS FORMAT,2329,FLS,KENNEWICK,WA,KENNEWICK(PASCO) - B,OPEN,2329,-2.2089888E9
SEARS FORMAT,2330,FLS,PUYALLUP,WA,PUYALLUP - B,OPEN,2330,-2.2089888E9
SEARS FORMAT,2331,FLS,JEFFERSON CTY,MO,JEFFERSON CITY-B,OPEN,2331,-2.2089888E9
SEARS FORMAT,2332,SAC,SAN ANTONIO,TX,SAN ANTONIO - SAC,OPEN,2332,-2.2089888E9
SEARS FORMAT,2335,FLS,CLARKSVILLE,TN,CLARKSVILLE - B,OPEN,2335,-2.2089888E9
SEARS FORMAT,2336,FLS,TINLEY PARK,IL,TINLEY PARK IL,CLOSING,2336,-2.2089888E9
SEARS FORMAT,2338,FLS,REDDING,CA,REDDING - B,OPEN,2338,-2.2089888E9
SEARS FORMAT,2339,FLS,SPRINGFIELD,OR,SPRINGFIELD - B,OPEN,2339,-2.2089888E9
SEARS FORMAT,2341,FLS,CASPER,WY,CASPER - B,OPEN,2341,-2.2089888E9
SEARS FORMAT,2342,FLS,KENOSHA,WI,KENOSHA-B,OPEN,2342,-2.2089888E9
SEARS FORMAT,2343,FLS,LANESBORO,MA,LANESBORO(PITTSFIELD)-B,OPEN,2343,-2.2089888E9
SEARS FORMAT,2344,FLS,STATE COLLEGE,PA,STATE COLLEGE - B,OPEN,2344,-2.2089888E9
SEARS FORMAT,2349,FLS,COEUR D ALENE,ID,COEUR DALENE - B,OPEN,2349,-2.2089888E9
SEARS FORMAT,2350,FLS,ZION,IL,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2352,FLS,SAINT CLOUD,MN,ST CLOUD-B,OPEN,2352,-2.2089888E9
SEARS FORMAT,2353,FLS,KINGSTON,NY,KINGSTON - B,OPEN,2353,-2.2089888E9
SEARS FORMAT,2354,FLS,VIENNA,WV,VIENNA (PARKERSBURG) - B,OPEN,2354,-2.2089888E9
SEARS FORMAT,2355,FLS,HATILLO,PR,HATILLO(ARECIBO) - B,OPEN,2355,-2.2089888E9
SEARS FORMAT,2358,FLS,FLAGSTAFF,AZ,FLAGSTAFF - B,OPEN,2358,-2.2089888E9
SEARS FORMAT,2360,FLS,QUINCY,IL,QUINCY-B,OPEN,2360,-2.2089888E9
SEARS FORMAT,2361,FLS,GRAND JCT,CO,GRAND JUNCTION - B,OPEN,2361,-2.2089888E9
SEARS FORMAT,2364,FLS,PONCE,PR,KMART 7741/CROSS MERCH,OPEN,2364,-2.2089888E9
SEARS FORMAT,2371,FLS,CHEYENNE,WY,CHEYENNE - B,OPEN,2371,-2.2089888E9
SEARS FORMAT,2373,FLS,N DARTMOUTH,MA,NO DARTMOUTH - B,OPEN,2373,-2.2089888E9
SEARS FORMAT,2374,FLS,VINELAND,NJ,VINELAND - B,OPEN,2374,-2.2089888E9
SEARS FORMAT,2381,FLS,LAWTON,OK,LAWTON - B,OPEN,2381,-2.2089888E9
SEARS FORMAT,2382,FLS,MADISON,WI,MADISON-WEST - B,OPEN,2382,-2.2089888E9
SEARS FORMAT,2388,FLS,HILO,HI,HILO(SUR) - B,OPEN,2388,-2.2089888E9
SEARS FORMAT,2390,FLS,SPRINGFIELD,OH,SPRINGFIELD-B,OPEN,2390,-2.2089888E9
SEARS FORMAT,2395,FLS,MANASSAS,VA,MANASSAS - A,OPEN,2395,-2.2089888E9
SEARS FORMAT,2402,FLS,BISMARCK,ND,BISMARCK-B,OPEN,2402,-2.2089888E9
SEARS FORMAT,2412,FLS,RAPID CITY,SD,RAPID CITY-B,OPEN,2412,-2.2089888E9
SEARS FORMAT,2415,FLS,CENTERVILLE,GA,CENTERVILLE - B,OPEN,2415,-2.2089888E9
SEARS FORMAT,2421,FLS,GRAND ISLAND,NE,GRAND ISLAND-B,OPEN,2421,-2.2089888E9
SEARS FORMAT,2422,FLS,SIOUX CITY,IA,SIOUX CITY-B,OPEN,2422,-2.2089888E9
SEARS FORMAT,2425,FLS,BRISTOL,VA,BRISTOL - B,OPEN,2425,-2.2089888E9
SEARS FORMAT,2432,FLS,LA CROSSE,WI,LA CROSSE-B,OPEN,2432,-2.2089888E9
SEARS FORMAT,2434,FLS,FREEDOM,CA,KMART 3725/CROSS MERCH,OPEN,2434,-2.2089888E9
SEARS FORMAT,2435,FLS,CHARLOTTESVILLE,VA,CHARLOTTESVILLE - B,OPEN,2435,-2.2089888E9
SEARS FORMAT,2443,FLS,MANCHESTER,NH,MANCHESTER-B,OPEN,2443,-2.2089888E9
SEARS FORMAT,2450,FLS,LIMA,OH,LIMA-B,OPEN,2450,-2.2089888E9
SEARS FORMAT,2451,FLS,GREELEY,CO,GREELEY - B,OPEN,2451,-2.2089888E9
SEARS FORMAT,2453,FLS,QUEENSBURY,NY,GLENS FALLS - B,OPEN,2453,-2.2089888E9
SEARS FORMAT,2480,FLS,COLUMBIA,MO,COLUMBIA-B,OPEN,2480,-2.2089888E9
SEARS FORMAT,2485,FLS,BROOKSVILLE,FL,BROOKSVILLE - B,OPEN,2485,-2.2089888E9
SEARS FORMAT,2487,FLS,KILLEEN,TX,KILLEEN - B,OPEN,2487,-2.2089888E9
SEARS FORMAT,2494,FLS,ALTOONA,PA,ALTOONA - B,OPEN,2494,-2.2089888E9
SEARS FORMAT,2497,FLS,BROWNSVILLE,TX,BROWNSVILLE - B,OPEN,2497,-2.2089888E9
SEARS FORMAT,2500,FLS,DULUTH,MN,DULUTH-B,OPEN,2500,-2.2089888E9
SEARS FORMAT,2503,FLS,MANAHAWKIN,NJ,MANAHAWKIN - D,OPEN,2503,-2.2089888E9
SEARS FORMAT,2505,FLS,GAINESVILLE,GA,GAINESVILLE - B,OPEN,2505,-2.2089888E9
SEARS FORMAT,2508,FLS,WAIPAHU,HI,WAIPAHU - D,CLOSING,2508,-2.2089888E9
SEARS FORMAT,2514,FLS,WARRENTON,VA,WARRENTON - B,OPEN,2514,-2.2089888E9
SEARS FORMAT,2515,FLS,HICKORY,NC,HICKORY -B,OPEN,2515,-2.2089888E9
SEARS FORMAT,2517,FLS,SAN ANGELO,TX,SAN ANGELO -B,OPEN,2517,-2.2089888E9
SEARS FORMAT,2524,FLS,TOMS RIVER,NJ,TOMS RIVER -B,OPEN,2524,-2.2089888E9
SEARS FORMAT,2525,FLS,CAYEY,PR,CAYEY - D,OPEN,2525,-2.2089888E9
SEARS FORMAT,2527,FLS,LAS CRUCES,NM,LAS CRUCES -B,OPEN,2527,-2.2089888E9
SEARS FORMAT,2535,FLS,JUANA DIAZ,PR,JUANA DIAZ - D,OPEN,2535,-2.2089888E9
SEARS FORMAT,2537,FLS,HARLINGEN,TX,HARLINGEN - B,OPEN,2537,-2.2089888E9
SEARS FORMAT,2544,FLS,HERMITAGE,PA,SHARON - B,OPEN,2544,-2.2089888E9
SEARS FORMAT,2546,FLS,BOWLING GREEN,KY,BOWLING GREEN - B,OPEN,2546,-2.2089888E9
SEARS FORMAT,2547,FLS,COLLEGE STA,TX,COLLEGE STATION/BRYAN-B,OPEN,2547,-2.2089888E9
SEARS FORMAT,2557,FLS,LONGVIEW,TX,LONGVIEW - B,OPEN,2557,-2.2089888E9
SEARS FORMAT,2565,FLS,BRADENTON,FL,BRADENTON - B,OPEN,2565,-2.2089888E9
SEARS FORMAT,2567,FLS,TEXARKANA,TX,TEXARKANA - B,OPEN,2567,-2.2089888E9
SEARS FORMAT,2570,FLS,MUNCIE,IN,MUNCIE-B,OPEN,2570,-2.2089888E9
SEARS FORMAT,2573,FLS,PASSAIC,NJ,PASSAIC - D,OPEN,2573,-2.2089888E9
SEARS FORMAT,2574,FLS,PHILLIPSBURG,NJ,PHILLIPSBURG - B,OPEN,2574,-2.2089888E9
SEARS FORMAT,2575,FLS,VEGA ALTA,PR,VEGA ALTA - D,OPEN,2575,-2.2089888E9
SEARS FORMAT,2577,FLS,LUFKIN,TX,LUFKIN - B,OPEN,2577,-2.2089888E9
SEARS FORMAT,2583,FLS,BANGOR,ME,BANGOR - B,OPEN,2583,-2.2089888E9
SEARS FORMAT,2584,FLS,LAKEWOOD,NY,LAKEWOOD - B,OPEN,2584,-2.2089888E9
SEARS FORMAT,2585,FLS,YAUCO,PR,YAUCO - D,OPEN,2585,-2.2089888E9
SEARS FORMAT,2587,FLS,DENTON,TX,DENTON - B,OPEN,2587,-2.2089888E9
SEARS FORMAT,2593,FLS,NEWBURGH,NY,NEWBURGH - B,OPEN,2593,-2.2089888E9
SEARS FORMAT,2597,FLS,FARMINGTON,NM,FARMINGTON - B,OPEN,2597,-2.2089888E9
SEARS FORMAT,2600,FLS,TERRE HAUTE,IN,TERRE HAUTE-B,OPEN,2600,-2.2089888E9
SEARS FORMAT,2601,SAC,CONCORD,NC,CONCORD-SAC,OPEN,2601,-2.2089888E9
SEARS FORMAT,2604,FLS,WILKES BARRE,PA,WILKES BARRE - B,OPEN,2604,-2.2089888E9
SEARS FORMAT,2605,SAC,STATE COLLEGE,PA,STATE COLLEGE-SAC,OPEN,2605,-2.2089888E9
SEARS FORMAT,2607,SAC,SIERRA VISTA,AZ,SIERRA VISTA-SAC,OPEN,2607,-2.2089888E9
SEARS FORMAT,2608,SAC,MILFORD,CT,MILFORD-SAC,OPEN,2608,-2.2089888E9
SEARS FORMAT,2609,SAC,HEMET,CA,HEMET-SAC,OPEN,2609,-2.2089888E9
SEARS FORMAT,2612,SAC,FRISCO,TX,FRISCO-SAC,OPEN,2612,-2.2089888E9
SEARS FORMAT,2613,SAC,S BURLINGTON,VT,BURLINGTON-SAC,OPEN,2613,-2.2089888E9
SEARS FORMAT,2614,FLS,UNIONTOWN,PA,UNIONTOWN - B,OPEN,2614,-2.2089888E9
SEARS FORMAT,2615,FLS,DALTON,GA,DALTON - B,OPEN,2615,-2.2089888E9
SEARS FORMAT,2616,SAC,FALLS CHURCH,VA,FALLS CHURCH-SAC,OPEN,2616,-2.2089888E9
SEARS FORMAT,2617,FLS,VICTORIA,TX,VICTORIA - B,OPEN,2617,-2.2089888E9
SEARS FORMAT,2619,SAC,WEST COVINA,CA,WEST COVINA-SAC,OPEN,2619,-2.2089888E9
SEARS FORMAT,2620,SAC,CROFTON,MD,CROFTON - SAC,OPEN,2620,-2.2089888E9
SEARS FORMAT,2621,SAC,AMHERST,NY,AMHERST-SAC,OPEN,2621,-2.2089888E9
SEARS FORMAT,2624,FLS,CAMP HILL,PA,CAMP HILL - B,OPEN,2624,-2.2089888E9
SEARS FORMAT,2626,SAC,COLLEGE POINT,NY,COLLEGE POINT/QUEENS-SAC,OPEN,2626,-2.2089888E9
SEARS FORMAT,2627,FLS,SHERMAN,TX,SHERMAN - B,OPEN,2627,-2.2089888E9
SEARS FORMAT,2628,FLS,EUREKA,CA,EUREKA - B,OPEN,2628,-2.2089888E9
SEARS FORMAT,2629,SAC,ROSEVILLE,CA,ROSEVILLE-SAC,OPEN,2629,-2.2089888E9
SEARS FORMAT,2630,SAC,LAKE CHARLES,LA,LAKE CHARLES-SAC,OPEN,2630,-2.2089888E9
SEARS FORMAT,2631,SAC,PROVO,UT,PROVO-SAC,OPEN,2631,-2.2089888E9
SEARS FORMAT,2632,SAC,FAIRVIEW HTS,IL,FAIRVIEW HTS-SAC,OPEN,2632,-2.2089888E9
SEARS FORMAT,2633,SAC,EXTON,PA,EXTON-SAC,OPEN,2633,-2.2089888E9
SEARS FORMAT,2637,FLS,PORT ARTHUR,TX,PORT ARTHUR - B,OPEN,2637,-2.2089888E9
SEARS FORMAT,2638,SAC,MUSKEGON,MI,MUSKEGON-SAC,OPEN,2638,-2.2089888E9
SEARS FORMAT,2639,SAC,CLOVIS,CA,CLOVIS-SAC,OPEN,2639,-2.2089888E9
SEARS FORMAT,2640,SAC,PIQUA,OH,PIQUA-SAC,OPEN,2640,-2.2089888E9
SEARS FORMAT,2641,SAC,GARDEN CITY,KS,GARDEN CITY-SAC,OPEN,2641,-2.2089888E9
SEARS FORMAT,2643,SAC,DULLES,VA,DULLES/LOUDOUN COUNTY-SAC,OPEN,2643,-2.2089888E9
SEARS FORMAT,2644,FLS,PENNSDALE,PA,MUNCY - B,OPEN,2644,-2.2089888E9
SEARS FORMAT,2645,FLS,ASHEBORO,NC,ASHEBORO - B,OPEN,2645,-2.2089888E9
SEARS FORMAT,2646,SAC,REDWOOD CITY,CA,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2649,SAC,VENTURA,CA,VENTURA - SAC,OPEN,2649,-2.2089888E9
SEARS FORMAT,2652,SAC,GRAND FORKS,ND,GRAND FORKS-SAC,OPEN,2652,-2.2089888E9
SEARS FORMAT,2653,SAC,ST GEORGE,UT,ST GEORGE-SAC,OPEN,2653,-2.2089888E9
SEARS FORMAT,2654,FLS,DOVER,DE,DOVER - B,OPEN,2654,-2.2089888E9
SEARS FORMAT,2656,SAC,HANFORD,CA,HANFORD-SAC,OPEN,2656,-2.2089888E9
SEARS FORMAT,2657,FLS,MIDLAND,TX,MIDLAND - B,OPEN,2657,-2.2089888E9
SEARS FORMAT,2658,SAC,TEMECULA,CA,TEMECULA-SAC,OPEN,2658,-2.2089888E9
SEARS FORMAT,2659,SAC,BROCKTON,MA,BROCKTON-SAC,OPEN,2659,-2.2089888E9
SEARS FORMAT,2661,SAC,COLUMBUS,OH,COLUMBUS-SAC,OPEN,2661,-2.2089888E9
SEARS FORMAT,2662,SAC,DURHAM,NC,DURHAM-SAC,OPEN,2662,-2.2089888E9
SEARS FORMAT,2663,FLS,NEWINGTON,NH,NEWINGTON/PORTSMOUTH-B,OPEN,2663,-2.2089888E9
SEARS FORMAT,2664,FLS,FREDERICK,MD,FREDERICK - B,OPEN,2664,-2.2089888E9
SEARS FORMAT,2665,SAC,SEBRING,FL,SEBRING-SAC,OPEN,2665,-2.2089888E9
SEARS FORMAT,2667,SAC,LITHONIA,GA,LITHONIA-SAC,OPEN,2667,-2.2089888E9
SEARS FORMAT,2668,SAC,GLENDALE,AZ,GLENDALE-SAC,OPEN,2668,-2.2089888E9
SEARS FORMAT,2669,SAC,PERU,IL,PERU-SAC,OPEN,2669,-2.2089888E9
SEARS FORMAT,2670,SAC,PEORIA,IL,PEORIA-SAC,OPEN,2670,-2.2089888E9
SEARS FORMAT,2671,SAC,GRANDVILLE,MI,GRANDVILLE-SAC,OPEN,2671,-2.2089888E9
SEARS FORMAT,2672,SAC,RALEIGH,NC,RALEIGH-SAC,OPEN,2672,-2.2089888E9
SEARS FORMAT,2673,SAC,TAMPA,FL,TAMPA/CITRUS PARK-SAC,OPEN,2673,-2.2089888E9
SEARS FORMAT,2674,FLS,INDIANA,PA,INDIANA - B,OPEN,2674,-2.2089888E9
SEARS FORMAT,2675,FLS,GUAYAMA,PR,GUAYAMA - B,OPEN,2675,-2.2089888E9
SEARS FORMAT,2677,FLS,BOSSIER CITY,LA,BOSSIER CITY,OPEN,2677,-2.2089888E9
SEARS FORMAT,2678,SAC,CHANDLER,AZ,CHANDLER-SAC,OPEN,2678,-2.2089888E9
SEARS FORMAT,2681,SAC,PUEBLO,CO,PUEBLO-SAC,OPEN,2681,-2.2089888E9
SEARS FORMAT,2682,SAC,PITTSBURGH,PA,PITTSBURGH/ROBINSON-SAC,OPEN,2682,-2.2089888E9
SEARS FORMAT,2683,FLS,WATERTOWN,NY,WATERTOWN - B,OPEN,2683,-2.2089888E9
SEARS FORMAT,2686,SAC,DOUGLASVILLE,GA,DOUGLASVILLE-SAC,OPEN,2686,-2.2089888E9
SEARS FORMAT,2687,SAC,ALBUQUERQUE,NM,ALBUQUERQUE-SAC,OPEN,2687,-2.2089888E9
SEARS FORMAT,2689,SAC,MANASSAS,VA,MANASSAS-SAC,OPEN,2689,-2.2089888E9
SEARS FORMAT,2691,SAC,OVIEDO,FL,OVIEDO-SAC,OPEN,2691,-2.2089888E9
SEARS FORMAT,2692,SAC,ANNAPOLIS,MD,ANNAPOLIS-SAC,OPEN,2692,-2.2089888E9
SEARS FORMAT,2694,FLS,FREDERICKSBURG,VA,FREDERICKSBURG - B,OPEN,2694,-2.2089888E9
SEARS FORMAT,2695,FLS,NAPLES,FL,NAPLES - B,OPEN,2695,-2.2089888E9
SEARS FORMAT,2698,SAC,CHICAGO,IL,BEDFORD PARK-SAC,OPEN,2698,-2.2089888E9
SEARS FORMAT,2699,SAC,FORT WORTH,TX,FT WORTH-SAC,OPEN,2699,-2.2089888E9
SEARS FORMAT,2704,FLS,MOUNT HOPE,WV,MT HOPE/BECKLEY - B,OPEN,2704,-2.2089888E9
SEARS FORMAT,2705,FLS,FLORENCE,SC,FLORENCE - B,OPEN,2705,-2.2089888E9
SEARS FORMAT,2710,FLS,KOKOMO,IN,KOKOMO-B,OPEN,2710,-2.2089888E9
SEARS FORMAT,2712,FLS,SAINT JOSEPH,MO,ST JOSEPH - B,OPEN,2712,-2.2089888E9
SEARS FORMAT,2715,SAC,SALEM,OR,SALEM-SAC,OPEN,2715,-2.2089888E9
SEARS FORMAT,2717,SAC,COLUMBUS,GA,COLUMBUS-SAC,OPEN,2717,-2.2089888E9
SEARS FORMAT,2718,SAC,PRESCOTT,AZ,PRESCOTT-SAC,OPEN,2718,-2.2089888E9
SEARS FORMAT,2722,FLS,BILLERICA,MA,PROJECT CANCELLED,OPEN,,-2.2089888E9
SEARS FORMAT,2725,FLS,LIHUE,HI,KMART 7682/CROSS MERCH,OPEN,2725,-2.2089888E9
SEARS FORMAT,2727,SAC,MYRTLE BEACH,SC,MYRTLE BEACH-SAC,OPEN,2727,-2.2089888E9
SEARS FORMAT,2728,SAC,DOWNEY,CA,DOWNEY-SAC,OPEN,2728,-2.2089888E9
SEARS FORMAT,2729,SAC,SAN JOSE,CA,SAN JOSE-SAC,OPEN,2729,-2.2089888E9
SEARS FORMAT,2732,SAC,NO RIVERSIDE,IL,NORTH RIVERSIDE-SAC,OPEN,2732,-2.2089888E9
SEARS FORMAT,2734,FLS,CRANBERRY,PA,CRANBERRY-B,OPEN,2734,-2.2089888E9
SEARS FORMAT,2741,SAC,MASSAPEQUA,NY,MASSAPEQUA-SAC,OPEN,2741,-2.2089888E9
SEARS FORMAT,2742,SAC,COON RAPIDS,MN,COON RAPIDS-SAC,OPEN,2742,-2.2089888E9
SEARS FORMAT,2744,FLS,HORSEHEADS,NY,HORSEHEADS/ELMIRA - B,OPEN,2744,-2.2089888E9
SEARS FORMAT,2745,FLS,LEESBURG,FL,LEESBURG -B,OPEN,2745,-2.2089888E9
SEARS FORMAT,2748,SAC,ST CROIX,VI,SUNNY ISLE SHOPPING CTR,OPEN,2748,-2.2089888E9
SEARS FORMAT,2749,SAC,EL CENTRO,CA,EL CENTRO-SAC,OPEN,2749,-2.2089888E9
SEARS FORMAT,2750,FLS,LANCASTER,OH,LANCASTER - B,OPEN,2750,-2.2089888E9
SEARS FORMAT,2752,SAC,GURNEE,IL,GURNEE MILLS-SAC,OPEN,2752,-2.2089888E9
SEARS FORMAT,2754,SAC,HENDERSON,NV,HENDERSON/LAS VEGAS-SAC,OPEN,2754,-2.2089888E9
SEARS FORMAT,2755,FLS,JACKSONVILLE,NC,JACKSONVILLE - B,OPEN,2755,-2.2089888E9
SEARS FORMAT,2757,SAC,AUSTIN,TX,AUSTIN GRAND - SAC,OPEN,2757,-2.2089888E9
SEARS FORMAT,2758,SAC,LAS VEGAS,NV,LAS VEGAS GRAND-SAC,OPEN,2758,-2.2089888E9
SEARS FORMAT,2760,FLS,DAVENPORT,IA,DAVENPORT-B,OPEN,2760,-2.2089888E9
SEARS FORMAT,2762,SAC,CPE GIRARDEAU,MO,CAPE GIRARDEAU-GRAND SAC,OPEN,2762,-2.2089888E9
SEARS FORMAT,2765,SAC,TAMPA,FL,TAMPA-SAC,OPEN,2765,-2.2089888E9
SEARS FORMAT,2768,SAC,RANCHO CUCAMONGA,CA,RANCHO CUCAMONGA SAC,OPEN,2768,-2.2089888E9
SEARS FORMAT,2771,SAC,WHITE PLAINS,NY,WHITE PLAINS-SAC,OPEN,2771,-2.2089888E9
SEARS FORMAT,2773,SAC,MOBILE,AL,MOBILE - SAC,OPEN,2773,-2.2089888E9
SEARS FORMAT,2774,FLS,CUMBERLAND,MD,CUMBERLAND - B,OPEN,2774,-2.2089888E9
SEARS FORMAT,2781,SAC,THORNTON,CO,THORNTON GRAND - SAC,OPEN,2781,-2.2089888E9
SEARS FORMAT,2784,FLS,WINCHESTER,VA,WINCHESTER - B,OPEN,2784,-2.2089888E9
SEARS FORMAT,2787,SAC,MAYAGUEZ,PR,MAYAGUEZ-SAC,OPEN,2787,-2.2089888E9
SEARS FORMAT,2788,SAC,PONCE,PR,PONCE-SAC,OPEN,2788,-2.2089888E9
SEARS FORMAT,2789,SAC,SAN JUAN,PR,SAN JUAN-SAC,OPEN,2789,-2.2089888E9
